"","mag_id","mag_name","assembly_id","assembly_batch","mag_domain","mag_phylum","mag_class","mag_order","mag_family","mag_genus","mag_species","mag_closest_ani","mag_closest_af","mag_taxonomy","mag_completeness","mag_contamination","mag_size","mag_gc","mag_n50","mag_contigs","host_species"
"9827","EHM021948","EHA01402_bin.28.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides_B","s__",79.41,0.27,"Genus",92.1,2.88,4330018,"45.90%",21134,635,"Podarcis filfolensis"
"9828","EHM021949","EHA01402_bin.29.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",77.42,1.61,3413999,"44.30%",7040,126,"Podarcis filfolensis"
"9829","EHM021950","EHA01402_bin.3.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",81.74,0.51,"Genus",82.06,3.45,5817462,"42.80%",59335,133,"Podarcis filfolensis"
"9830","EHM021951","EHA01402_bin.31.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Fimenecus","s__",0,0,"Genus",98.65,0.62,2130546,"46.30%",23154,96,"Podarcis filfolensis"
"9831","EHM021952","EHA01402_bin.32.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",98.27,0.57,4059387,"43.40%",66629,705,"Podarcis filfolensis"
"9832","EHM021953","EHA01402_bin.33.fa","EHA01402","ABB0188","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",0,0,"Genus",61.39,0.15,2429607,"59.20%",3944,58,"Podarcis filfolensis"
"9833","EHM021954","EHA01402_bin.34.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",95.56,3.63,2124198,"38.10%",151052,132,"Podarcis filfolensis"
"9834","EHM021955","EHA01402_bin.35.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Phocaeicola","s__",80.52,0.52,"Genus",51.03,0,3146508,"44.40%",35066,53,"Podarcis filfolensis"
"9835","EHM021956","EHA01402_bin.36.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",56.89,0,2431694,"47.50%",67848,138,"Podarcis filfolensis"
"9836","EHM021957","EHA01402_bin.37.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",97.35,1.2,2692932,"57.20%",31856,759,"Podarcis filfolensis"
"9837","EHM021958","EHA01402_bin.38.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides distasonis",96.54,0.84,"Species",65.84,1.72,3495570,"45.30%",5492,642,"Podarcis filfolensis"
"9838","EHM021959","EHA01402_bin.39.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruthenibacterium","s__",78.08,0.15,"Genus",50.7,2.78,1573893,"54.70%",2472,165,"Podarcis filfolensis"
"9839","EHM021960","EHA01402_bin.4.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",97.11,0.54,4632361,"50.80%",52132,175,"Podarcis filfolensis"
"9840","EHM021961","EHA01402_bin.5.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",90.97,0.68,"Genus",86.29,5.22,4839682,"43.30%",41401,168,"Podarcis filfolensis"
"9841","EHM021962","EHA01402_bin.6.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__SIG332","s__",0,0,"Genus",87.37,2.75,3139526,"46.40%",11325,362,"Podarcis filfolensis"
"9842","EHM021963","EHA01402_bin.7.fa","EHA01402","ABB0188","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella","s__",0,0,"Genus",73.32,1,3882191,"49.40%",6184,733,"Podarcis filfolensis"
"9843","EHM021964","EHA01402_bin.8.fa","EHA01402","ABB0188","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",81.96,0.48,"Genus",53.44,3.45,4245100,"44.40%",15084,388,"Podarcis filfolensis"
"9844","EHM021965","EHA01402_bin.9.fa","EHA01402","ABB0188","d__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium_A","s__Fusobacterium_A ulcerans",98.38,0.91,"Species",96.28,2.25,3083447,"30.20%",9280,483,"Podarcis filfolensis"
"9845","EHM021966","EHA01404_bin.1.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__",0,0,"Family",99.51,0.03,2481920,"53.20%",121543,129,"Podarcis filfolensis"
"9846","EHM021967","EHA01404_bin.10.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Gemmiger","s__",78.67,0.35,"Genus",95.08,0,2557532,"57.30%",17503,260,"Podarcis filfolensis"
"9847","EHM021968","EHA01404_bin.100.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",80.31,0.48,"Genus",95.35,2.51,4920172,"45.10%",54912,101,"Podarcis filfolensis"
"9848","EHM021969","EHA01404_bin.101.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",65,0,4179510,"43.70%",23538,193,"Podarcis filfolensis"
"9849","EHM021970","EHA01404_bin.102.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Acetatifactor","s__",0,0,"Genus",97.58,1.49,3955528,"47.70%",53156,127,"Podarcis filfolensis"
"9850","EHM021971","EHA01404_bin.103.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__Acutalibacter","s__",77.15,0.2,"Genus",97.97,1.01,2576287,"51.80%",22093,502,"Podarcis filfolensis"
"9851","EHM021972","EHA01404_bin.104.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__RGIG4733","s__",76.56,0.09,"Genus",93.35,2.21,4022273,"42.40%",53897,357,"Podarcis filfolensis"
"9852","EHM021973","EHA01404_bin.105.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__UBA1417","s__",0,0,"Genus",58.11,1.48,1392858,"58.10%",2875,190,"Podarcis filfolensis"
"9853","EHM021974","EHA01404_bin.106.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Anaerotignaceae","g__Anaerotignum","s__",0,0,"Genus",94.11,2.26,2419979,"46.00%",9257,199,"Podarcis filfolensis"
"9854","EHM021975","EHA01404_bin.107.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",83.14,0.47,"Genus",70.86,1.72,4531025,"42.80%",36458,84,"Podarcis filfolensis"
"9855","EHM021976","EHA01404_bin.108.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Ruthenibacterium","s__",76.82,0.16,"Genus",97.27,1.36,3077429,"53.50%",25750,234,"Podarcis filfolensis"
"9856","EHM021977","EHA01404_bin.109.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__WRDF01","s__",0,0,"Genus",95.59,0.72,2383048,"53.00%",43064,491,"Podarcis filfolensis"
"9857","EHM021978","EHA01404_bin.11.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Acutalibacteraceae","g__","s__",0,0,"Family",81.53,1.34,2101135,"44.20%",7765,112,"Podarcis filfolensis"
"9858","EHM021979","EHA01404_bin.110.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",78.71,0.79,3004001,"50.60%",8351,97,"Podarcis filfolensis"
"9859","EHM021980","EHA01404_bin.111.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",97.7,5.33,4338245,"43.50%",70341,159,"Podarcis filfolensis"
"9860","EHM021981","EHA01404_bin.112.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",97.32,4.1,2450742,"57.10%",48113,432,"Podarcis filfolensis"
"9861","EHM021982","EHA01404_bin.113.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",93.95,1.31,1673883,"40.60%",15202,479,"Podarcis filfolensis"
"9862","EHM021983","EHA01404_bin.114.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",53.27,0.74,1863988,"47.40%",5058,106,"Podarcis filfolensis"
"9863","EHM021984","EHA01404_bin.115.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",93.49,1.7,5295886,"44.20%",16302,85,"Podarcis filfolensis"
"9864","EHM021985","EHA01404_bin.116.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_C","c__Negativicutes","o__Selenomonadales","f__","g__","s__",0,0,"Order",99.68,1.42,2305712,"48.20%",37246,669,"Podarcis filfolensis"
"9865","EHM021986","EHA01404_bin.117.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Pumilibacteraceae","g__Anaerocaecibacter","s__",0,0,"Genus",94.73,0.48,1848646,"46.30%",41555,298,"Podarcis filfolensis"
"9866","EHM021987","EHA01404_bin.118.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",74.64,3.79,2642820,"47.20%",4450,353,"Podarcis filfolensis"
"9867","EHM021988","EHA01404_bin.119.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Borkfalkiaceae","g__Coproplasma","s__",0,0,"Genus",85.51,1.61,1526055,"44.00%",6226,267,"Podarcis filfolensis"
"9868","EHM021989","EHA01404_bin.12.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC131033","s__",76.4,0.06,"Genus",78.6,1.23,2874226,"53.20%",4674,63,"Podarcis filfolensis"
"9869","EHM021990","EHA01404_bin.120.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__Parabacteroides goldsteinii",97.74,0.79,"Species",90.58,3.56,6369448,"43.30%",37149,115,"Podarcis filfolensis"
"9870","EHM021991","EHA01404_bin.121.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__",0,0,"Genus",97.04,1.18,3726289,"42.00%",88553,338,"Podarcis filfolensis"
"9871","EHM021992","EHA01404_bin.122.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",94.92,1.08,3358331,"43.80%",56844,325,"Podarcis filfolensis"
"9872","EHM021993","EHA01404_bin.123.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",0,0,"Genus",64.61,0,980492,"45.10%",3068,267,"Podarcis filfolensis"
"9873","EHM021994","EHA01404_bin.124.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Fimivivens","s__",0,0,"Genus",84.03,0,1982374,"59.20%",8210,461,"Podarcis filfolensis"
"9874","EHM021995","EHA01404_bin.125.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",83.25,0.82,"Genus",89.11,2.26,1912857,"59.90%",10220,963,"Podarcis filfolensis"
"9875","EHM021996","EHA01404_bin.126.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__",0,0,"Genus",64.24,0.67,1482501,"61.50%",3661,67,"Podarcis filfolensis"
"9876","EHM021997","EHA01404_bin.127.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",62.48,2.4,2949273,"31.90%",3276,570,"Podarcis filfolensis"
"9877","EHM021998","EHA01404_bin.128.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",100,0.9,3717499,"43.10%",97384,740,"Podarcis filfolensis"
"9878","EHM021999","EHA01404_bin.129.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__WRDF01","s__",82.24,0.8,"Genus",79.49,3.86,1704184,"51.30%",3174,927,"Podarcis filfolensis"
"9879","EHM022000","EHA01404_bin.13.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Intestinimonas","s__",83.58,0.8,"Genus",75.57,3.17,1792963,"61.50%",4129,132,"Podarcis filfolensis"
"9880","EHM022001","EHA01404_bin.130.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__MGBC136627","s__",80.13,0.51,"Genus",69.14,1.58,2880823,"33.40%",3469,324,"Podarcis filfolensis"
"9881","EHM022002","EHA01404_bin.131.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hespellia","s__",77.45,0.1,"Genus",94.15,0.34,3227178,"41.80%",49746,215,"Podarcis filfolensis"
"9882","EHM022003","EHA01404_bin.132.fa","EHA01404","ABB0189","d__Bacteria","p__Elusimicrobiota","c__Elusimicrobia","o__Elusimicrobiales","f__Elusimicrobiaceae","g__","s__",0,0,"Family",88.81,2.35,1606522,"47.20%",6061,102,"Podarcis filfolensis"
"9883","EHM022004","EHA01404_bin.133.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",78.79,2.59,3510726,"45.70%",25169,259,"Podarcis filfolensis"
"9884","EHM022005","EHA01404_bin.134.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__Alistipes","s__",0,0,"Genus",95.61,0.72,2353507,"57.70%",40681,413,"Podarcis filfolensis"
"9885","EHM022006","EHA01404_bin.135.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",87.04,3.04,4558152,"41.70%",31425,423,"Podarcis filfolensis"
"9886","EHM022007","EHA01404_bin.136.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__UBA932","g__Egerieousia","s__",0,0,"Genus",89.37,1.38,2817260,"45.90%",9131,481,"Podarcis filfolensis"
"9887","EHM022008","EHA01404_bin.137.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__JAHHSE01","s__",0,0,"Genus",55.43,2.8,1291321,"61.40%",3273,605,"Podarcis filfolensis"
"9888","EHM022009","EHA01404_bin.14.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Coprobacillaceae","g__Coprobacillus","s__",80.5,0.61,"Genus",52.97,1.42,1706464,"30.60%",2977,215,"Podarcis filfolensis"
"9889","EHM022010","EHA01404_bin.15.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__UBA3700","g__","s__",0,0,"Family",94.28,1.61,1975938,"34.90%",13670,364,"Podarcis filfolensis"
"9890","EHM022011","EHA01404_bin.16.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",85.45,0.85,"Genus",77.67,0,1230147,"46.10%",3860,38,"Podarcis filfolensis"
"9891","EHM022012","EHA01404_bin.17.fa","EHA01404","ABB0189","d__Bacteria","p__Campylobacterota","c__Campylobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter_J","s__",79.51,0.62,"Genus",98.7,0.7,1811342,"35.70%",155587,759,"Podarcis filfolensis"
"9892","EHM022013","EHA01404_bin.18.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",72.54,2.22,2677357,"36.60%",3804,110,"Podarcis filfolensis"
"9893","EHM022014","EHA01404_bin.19.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__CALVMC01","g__","s__",76.95,0.03,"Family",92.14,0.22,1842966,"33.20%",30487,59,"Podarcis filfolensis"
"9894","EHM022015","EHA01404_bin.2.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__","g__","s__",0,0,"Order",94.4,0,1032022,"40.50%",29066,467,"Podarcis filfolensis"
"9895","EHM022016","EHA01404_bin.20.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Peptostreptococcales","f__Anaerovoracaceae","g__IOR16","s__",77.37,0.09,"Genus",85.72,1.09,2247927,"48.00%",6117,132,"Podarcis filfolensis"
"9896","EHM022017","EHA01404_bin.21.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Kineothrix","s__",0,0,"Genus",95.97,0.67,3301067,"42.00%",39647,541,"Podarcis filfolensis"
"9897","EHM022018","EHA01404_bin.22.fa","EHA01404","ABB0189","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Akkermansiaceae","g__Akkermansia","s__",90.15,0.89,"Genus",77.41,1.75,2476324,"57.90%",5790,298,"Podarcis filfolensis"
"9898","EHM022019","EHA01404_bin.23.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",94.4,1.37,3760253,"50.10%",16555,53,"Podarcis filfolensis"
"9899","EHM022020","EHA01404_bin.24.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota","c__Bacilli","o__Acholeplasmatales","f__Anaeroplasmataceae","g__Pelethenecus","s__",77.63,0.08,"Genus",97.33,1.44,1741182,"32.00%",61973,30,"Podarcis filfolensis"
"9900","EHM022021","EHA01404_bin.25.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__UBA3830","f__UBA3830","g__","s__",0,0,"Family",94.4,4.39,1363712,"36.60%",112095,396,"Podarcis filfolensis"
"9901","EHM022022","EHA01404_bin.27.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__","s__",0,0,"Family",60.24,0.67,1193746,"50.60%",3246,111,"Podarcis filfolensis"
"9902","EHM022023","EHA01404_bin.28.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RUG11792","f__","g__","s__",0,0,"Order",90.32,0,1189635,"44.70%",16932,69,"Podarcis filfolensis"
"9903","EHM022024","EHA01404_bin.29.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",94.25,0.94,2878227,"43.70%",75070,57,"Podarcis filfolensis"
"9904","EHM022025","EHA01404_bin.3.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Hungatella_A","s__",78.51,0.29,"Genus",95.86,0.79,3791094,"49.00%",19914,316,"Podarcis filfolensis"
"9905","EHM022026","EHA01404_bin.30.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JALFVM01","s__",78.11,0.19,"Genus",97.42,1.48,3952880,"43.30%",17108,81,"Podarcis filfolensis"
"9906","EHM022027","EHA01404_bin.31.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__CAG-95","s__",0,0,"Genus",94.23,0.95,3200020,"41.10%",81199,348,"Podarcis filfolensis"
"9907","EHM022028","EHA01404_bin.32.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",89.82,2.3,4345224,"48.60%",20129,228,"Podarcis filfolensis"
"9908","EHM022029","EHA01404_bin.33.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__","s__",0,0,"Family",95.31,2.21,2524511,"44.20%",17245,210,"Podarcis filfolensis"
"9909","EHM022030","EHA01404_bin.34.fa","EHA01404","ABB0189","d__Bacteria","p__Pseudomonadota","c__Alphaproteobacteria","o__RF32","f__CAG-239","g__CAZU01","s__",77.21,0.25,"Genus",95.87,2.15,1568859,"40.00%",11492,249,"Podarcis filfolensis"
"9910","EHM022031","EHA01404_bin.35.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Tannerellaceae","g__Parabacteroides","s__",0,0,"Genus",92.56,0.64,4525226,"46.80%",29989,456,"Podarcis filfolensis"
"9911","EHM022032","EHA01404_bin.36.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__",0,0,"Genus",82.39,2.71,3051504,"47.70%",8510,79,"Podarcis filfolensis"
"9912","EHM022033","EHA01404_bin.37.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__Bacteroides fragilis_B",98.02,0.86,"Species",97.66,0.19,4686276,"43.40%",97286,174,"Podarcis filfolensis"
"9913","EHM022034","EHA01404_bin.38.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__JAAYNV01","s__",0,0,"Genus",93.15,1.74,3286867,"45.10%",29743,49,"Podarcis filfolensis"
"9914","EHM022035","EHA01404_bin.39.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmoidaceae","g__Mycoplasmoides","s__",0,0,"Genus",100,0,993353,"26.80%",46703,280,"Podarcis filfolensis"
"9915","EHM022036","EHA01404_bin.4.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__Oscillibacter","s__",0,0,"Genus",90.2,2.01,2314319,"58.60%",6892,284,"Podarcis filfolensis"
"9916","EHM022037","EHA01404_bin.40.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Breznakia","s__",80.44,0.44,"Genus",91.5,3.3,2234869,"30.40%",11352,62,"Podarcis filfolensis"
"9917","EHM022038","EHA01404_bin.41.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__DTU072","g__","s__",0,0,"Family",94.32,0.81,1881261,"47.80%",48760,535,"Podarcis filfolensis"
"9918","EHM022039","EHA01404_bin.42.fa","EHA01404","ABB0189","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Marinifilaceae","g__Odoribacter","s__",0,0,"Genus",90.29,3.06,3766163,"42.60%",9406,152,"Podarcis filfolensis"
"9919","EHM022040","EHA01404_bin.43.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Ventrimonas","s__",77.7,0.25,"Genus",98.1,0,3388022,"48.20%",38998,344,"Podarcis filfolensis"
"9920","EHM022041","EHA01404_bin.44.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_B","c__Peptococcia","o__Peptococcales","f__Peptococcaceae","g__","s__",0,0,"Family",77.58,0,3161990,"46.80%",13485,257,"Podarcis filfolensis"
"9921","EHM022042","EHA01404_bin.45.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Dielma","s__",0,0,"Genus",100,4.72,3163302,"35.10%",17695,625,"Podarcis filfolensis"
"9922","EHM022043","EHA01404_bin.46.fa","EHA01404","ABB0189","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__",81.89,0.61,"Genus",62.88,3.76,1801567,"61.40%",2987,625,"Podarcis filfolensis"
"9923","EHM022044","EHA01404_bin.47.fa","EHA01404","ABB0189","d__Bacteria","p__Bacillota_A","c__Clostridia","o__Christensenellales","f__Borkfalkiaceae","g__","s__",0,0,"Family",59.51,6.4,1602474,"51.30%",2566,468,"Podarcis filfolensis"
