assembly_length	assembly_n50	assembly_l50	assembly_num_contigs	assembly_largest_contig	assembly_num_bins	assembly_input_id	assembly_type	sequence_id	assembly_id	assembly_input_bases	preprocessing_id
2216676708	4548	139926	566720	535592	83	EHA02650	Coassembly	EHI01106	EHA02637	976916173	PR01912
86788387	12254	1166	14842	362461	23	EHA01871	Individual	EHI01282	EHA01871	5278931308	PR02088
79474003	6556	1785	17315	296734	17	EHA00955	Coassembly	EHI00437	EHA00955	1898413504	PR00920
0	0	0	0	0	0	EHA00541	Individual	EHI00082	EHA00541	2778724138	PR01119
0	0	0	0	0	0	EHA00636	Individual	EHI00654	EHA00636	3364372163	PR01304
0	0	0	0	0	0	EHA03898	Individual	EHI02450	EHA03898	3632229569	PR03123
159166964	10547	2356	28853	369414	35	EHA02431	Individual	EHI01514	EHA02431	5566217953	PR02405
560058548	9262	11286	102831	341009	135	EHA03479	Coassembly	EHI02088	EHA03454	6587615976	PR02842
456368184	5996	14700	105655	398480	38	EHA02003	Coassembly	EHI01411	EHA01987	3667992293	PR02188
1161321255	6530	33998	249001	540290	295	EHA02921	Coassembly	EHI00706	EHA02919	3493917432	PR01395
1205203335	8131	30043	232094	551437	268	EHA01854	Coassembly	EHI01078	EHA01845	6704384435	PR01652
149358737	5484	5256	34985	283048	29	EHA02353	Individual	EHI01621	EHA02353	3738539422	PR02295
0	0	0	0	0	0	EHA00482	Individual	EHI00614	EHA00482	4516680540	PR00970
0	0	0	0	0	0	EHA03241	Individual	EHI02048	EHA03241	6770526204	PR02698
447224134	10308	8205	80825	988467	61	EHA02218	Coassembly	EHI01225	EHA02205	1109060874	PR02041
1857363119	9343	40963	333138	758633	403	EHA03760	Coassembly	EHI02175	EHA03755	6863580505	PR02801
777401173	8090	19263	148782	506480	149	EHA01495	Coassembly	EHI00433	EHA01495	5308367531	PR00767
1079912262	11499	17681	180602	584956	270	EHA00941	Coassembly	EHI00411	EHA00928	3373733992	PR00914
57389861	6344	1677	12422	815510	12	EHA02732	Individual	EHI01575	EHA02732	3338680617	PR02475
456368184	5996	14700	105655	398480	38	EHA02008	Coassembly	EHI01401	EHA01987	5145718475	PR02181
455379235	8066	9993	90601	362589	87	EHA01506	Coassembly	EHI00133	EHA01500	3723269437	PR00733
798986944	7272	20391	167600	580110	155	EHA01517	Coassembly	EHI00113	EHA01514	8819435934	PR00716
0	0	0	0	0	0	EHA03088	Individual	EHI01800	EHA03088	2170702609	PR02628
1647390529	4933	66555	413533	714601	266	EHA03261	Coassembly	EHI02044	EHA03257	4217017095	PR02694
0	0	0	0	0	0	EHA03734	Coassembly	EHI02221	EHA03694	3453689270	PR02790
2216676708	4548	139926	566720	535592	83	EHA02664	Coassembly	EHI01653	EHA02637	2435813587	PR02242
196284547	7315	5215	40189	1189002	45	EHA04169	Coassembly	EHI00191	EHA04169	974814120	PR01138
0	0	0	0	0	0	EHA03724	Coassembly	EHI02203	EHA03694	4033829557	PR02783
0	0	0	0	0	0	EHA03038	Individual	EHI01806	EHA03038	2061748753	PR02564
146106624	7102	3651	31724	220212	24	EHA03931	Individual	EHI02336	EHA03931	3979812973	PR03049
463456275	2949	27426	149601	558506	76	EHA01787	Coassembly	EHI01149	EHA01709	0	PR01982
61666029	3223	3101	18129	680485	5	EHA03003	Individual	EHI01684	EHA03003	7846260704	PR02501
0	0	0	0	0	0	EHA03699	Coassembly	EHI02194	EHA03694	6738056940	PR02780
0	0	0	0	0	0	EHA02361	Individual	EHI01629	EHA02361	2928733595	PR02303
0	0	0	0	0	0	EHA00640	Individual	EHI00674	EHA00640	977987360	PR01310
1739592354	12630	26738	272652	701363	520	EHA02571	Coassembly	EHI00408	EHA02565	3102053492	PR00860
0	0	0	0	0	0	EHA00509	Individual	EHI00290	EHA00509	1701591519	PR01048
1489552796	7317	37095	305058	485840	370	EHA03602	Coassembly	EHI00561	EHA03601	4691209870	PR00991
185373684	11675	2432	31024	842052	33	EHA00764	Individual	EHI00763	EHA00764	5656062695	PR01450
135865849	9983	2323	24076	1012858	27	EHA03085	Individual	EHI01796	EHA03085	6778293215	PR02624
97420199	14677	1438	13846	730151	16	EHA03900	Individual	EHI02363	EHA03900	3339432794	PR03075
1124629521	15811	13513	162458	560388	295	EHA02540	Coassembly	EHI01484	EHA02526	1095970756	PR02439
463456275	2949	27426	149601	558506	76	EHA01709	Coassembly	EHI01088	EHA01709	0	PR01745
0	0	0	0	0	0	EHA01360	Coassembly	EHI00841	EHA01345	4431298741	PR01440
410843869	4586	19051	106092	164250	112	EHA02146	Coassembly	EHI01264	EHA02144	2789984997	PR02215
447224134	10308	8205	80825	988467	61	EHA02221	Coassembly	EHI01161	EHA02205	0	PR02010
57337757	12198	815	9915	750723	12	EHA02678	Individual	EHI01392	EHA02678	6348244889	PR02066
0	0	0	0	0	0	EHA04391	Individual	EHI02692	EHA04391	1030944102	PR03297
599411449	7149	13825	126202	875181	123	EHA04342	Coassembly	EHI02646	EHA04337	7654399287	PR03377
541348973	4040	28673	151194	367774	55	EHA04055	Coassembly	EHI02563	EHA04031	1210929414	PR03215
182272831	7462	4409	38032	346436	37	EHA01398	Individual	EHI00995	EHA01398	6617523799	PR01737
568051572	13093	8888	85954	381120	163	EHA01945	Coassembly	EHI01313	EHA01929	6721463851	PR02119
153389383	5040	3980	38816	878429	21	EHA00207	Coassembly	EHI00571	EHA00206	1166625770	PR01242
0	0	0	0	0	0	EHA00557	Individual	EHI00197	EHA00557	3115844100	PR01147
1857363119	9343	40963	333138	758633	403	EHA03764	Coassembly	EHI02176	EHA03755	5724899650	PR02802
671162695	9367	12661	123132	701503	184	EHA00855	Coassembly	EHI00144	EHA00854	3234959778	PR00817
85904584	5993	1748	22993	977396	18	EHA02967	Coassembly	EHI00271	EHA02965	3246618056	PR01070
392557904	7982	9840	76467	482129	88	EHA02911	Coassembly	EHI00738	EHA02910	3781111905	PR01385
375925279	9147	7793	68851	390080	110	EHA01399	Coassembly	EHI00892	EHA01399	3639420730	PR01735
629982618	8601	15475	116923	609799	112	EHA01462	Coassembly	EHI00472	EHA01462	5180645164	PR00779
374854809	8741	7984	68872	728480	83	EHA03645	Coassembly	EHI01269	EHA03641	2805497141	PR02144
0	0	0	0	0	0	EHA03740	Coassembly	EHI00668	EHA03694	3029830288	PR01351
1124629521	15811	13513	162458	560388	295	EHA02536	Coassembly	EHI00418	EHA02526	2829335486	PR00916
2216676708	4548	139926	566720	535592	83	EHA02645	Coassembly	EHI01656	EHA02637	1446217319	PR02243
410061712	13247	6229	63544	812227	94	EHA03485	Coassembly	EHI02113	EHA03482	7259837778	PR02848
182957721	20348	1686	25467	886434	39	EHA01304	Individual	EHI01082	EHA01304	7309863158	PR01686
481086028	3545	28621	138853	405021	35	EHA00217	Coassembly	EHI00654	EHA00216	3364372163	PR01304
212361406	7978	4799	42838	698555	47	EHA02971	Coassembly	EHI01433	EHA02968	3527132870	PR02424
148986700	5912	4391	34082	483033	29	EHA02096	Individual	EHI01345	EHA02096	4983270821	PR02229
924025443	10365	16294	160474	712606	271	EHA00845	Coassembly	EHI00399	EHA00838	3416429898	PR00854
463456275	2949	27426	149601	558506	76	EHA01795	Coassembly	EHI01188	EHA01709	0	PR01990
152791222	3610	9768	45515	436680	23	EHA04535	Coassembly	EHI02556	EHA04535	4284213109	PR03208
0	0	0	0	0	0	EHA03845	Individual	EHI02541	EHA03845	3713335850	PR03193
47712281	4587	2079	12171	272298	15	EHA02118	Individual	EHI01414	EHA02118	3048030315	PR02206
131689998	9206	2019	24951	633637	33	EHA03295	Individual	EHI01981	EHA03295	4264575064	PR02680
1368849819	5662	48833	319992	454883	423	EHA02122	Coassembly	EHI01251	EHA02119	3568127607	PR02194
0	0	0	0	0	0	EHA00510	Individual	EHI00209	EHA00510	930853254	PR01049
421083540	8174	8153	84925	507234	100	EHA00819	Coassembly	EHI00896	EHA00810	2605169150	PR01543
0	0	0	0	0	0	EHA04379	Individual	EHI02680	EHA04379	1569841151	PR03285
0	0	0	0	0	0	EHA01340	Individual	EHI00999	EHA01340	1578312750	PR01738
106920646	5485	3323	25633	251353	30	EHA03216	Coassembly	EHI01109	EHA03206	0	PR01965
259440750	3591	14531	76760	586016	24	EHA04432	Coassembly	EHI02650	EHA04427	8041665004	PR03383
0	0	0	0	0	0	EHA03242	Individual	EHI02049	EHA03242	6447897436	PR02699
514991542	7028	12093	106767	779492	96	EHA02278	Coassembly	EHI01563	EHA02277	856033676	PR02360
94253363	6893	2480	20122	296621	24	EHA02088	Individual	EHI01272	EHA02088	3380864943	PR02221
568051572	13093	8888	85954	381120	163	EHA01952	Coassembly	EHI01326	EHA01929	5277583976	PR02132
130134573	12146	1412	22804	594185	27	EHA03375	Individual	EHI02207	EHA03375	3938466082	PR02760
1064538316	10571	21559	179358	582810	230	EHA01836	Coassembly	EHI01054	EHA01832	6610572998	PR01524
51065433	16148	517	7172	583133	11	EHA01595	Individual	EHI01143	EHA01595	2469945357	PR01932
752506106	7971	16511	150252	335168	287	EHA01576	Coassembly	EHI01176	EHA01572	4095704524	PR01999
0	0	0	0	0	0	EHA03883	Individual	EHI02481	EHA03883	4528826399	PR03116
38655868	5009	1272	9144	399552	12	EHA02102	Individual	EHI01380	EHA02102	3967733478	PR02153
0	0	0	0	0	0	EHA03832	Individual	EHI02512	EHA03832	5724084190	PR03189
288841895	12842	3848	52209	734315	53	EHA00170	Coassembly	EHI00298	EHA00169	6222686411	PR01201
0	0	0	0	0	0	EHA00741	Individual	EHI00812	EHA00741	911384865	PR01426
2125007329	4467	139379	551883	800860	64	EHA03147	Coassembly	EHI01635	EHA03138	12612458592	PR02232
51950115	6626	1360	11297	360814	13	EHA01911	Individual	EHI01303	EHA01911	2945240633	PR02109
217098060	8627	4609	41143	494643	58	EHA03345	Coassembly	EHI01987	EHA03345	4238264556	PR02684
0	0	0	0	0	0	EHA01657	Individual	EHI01110	EHA01657	1263811225	PR01966
247189645	10722	4446	41841	728473	54	EHA02130	Coassembly	EHI01274	EHA02129	4700274689	PR02145
577850093	12939	7846	94070	574231	150	EHA02553	Coassembly	EHI01487	EHA02549	4207510286	PR02442
183946086	13391	2219	30366	509535	36	EHA03043	Individual	EHI01811	EHA03043	6631289740	PR02569
400599383	9319	8015	72663	637842	102	EHA03168	Coassembly	EHI01641	EHA03161	2415298413	PR02235
0	0	0	0	0	0	EHA03652	Coassembly	EHI00752	EHA03651	7665499851	PR01344
392557904	7982	9840	76467	482129	88	EHA02914	Coassembly	EHI00756	EHA02910	1492713127	PR01392
0	0	0	0	0	0	EHA01821	Coassembly	EHI00390	EHA01816	2839237139	PR00952
0	0	0	0	0	0	EHA02720	Individual	EHI01395	EHA02720	6944892510	PR02159
74331229	4979	3374	18404	262954	25	EHA02860	Coassembly	EHI01363	EHA02860	1987028875	PR02202
909893271	2311	124546	373793	359959	54	EHA02617	Coassembly	EHI01224	EHA02611	790965528	PR01994
0	0	0	0	0	0	EHA01257	Individual	EHI00996	EHA01257	1970662955	PR01610
1647390529	4933	66555	413533	714601	266	EHA03280	Coassembly	EHI02063	EHA03257	7587757627	PR02713
261516940	14577	3046	43366	487221	48	EHA03384	Individual	EHI02158	EHA03384	9089932007	PR02769
2216676708	4548	139926	566720	535592	83	EHA02659	Coassembly	EHI01642	EHA02637	1842611337	PR02236
511132560	14441	6900	80255	730147	113	EHA04191	Coassembly	EHI02359	EHA04188	4835302951	PR03074
1034696936	8276	24661	200861	493677	290	EHA03317	Coassembly	EHI01976	EHA03305	4529404525	PR02676
12505983	12026	229	2196	117568	2	EHA01368	Coassembly	EHI00846	EHA01363	797102900	PR01492
119518492	15673	1328	17862	520372	27	EHA02442	Individual	EHI01457	EHA02442	3512740959	PR02428
1124629521	15811	13513	162458	560388	295	EHA02543	Coassembly	EHI01530	EHA02526	2860012170	PR02466
119237910	18699	1088	19019	757961	26	EHA00433	Individual	EHI00410	EHA00433	3200297549	PR00913
0	0	0	0	0	0	EHA03932	Individual	EHI02380	EHA03932	1046916856	PR03055
0	0	0	0	0	0	EHA03750	Coassembly	EHI02308	EHA03694	2239275387	PR02957
463456275	2949	27426	149601	558506	76	EHA01768	Coassembly	EHI01107	EHA01709	0	PR01963
85180524	13474	1139	14260	396385	18	EHA00531	Individual	EHI00032	EHA00531	2614148585	PR01097
71068467	14207	979	10913	244244	25	EHA02609	Coassembly	EHI00371	EHA02606	3546261854	PR00904
34628218	70758	151	1981	270296	1	EHA02017	Individual	EHI01404	EHA02017	6277164055	PR02183
16063182	9909	226	3675	706821	3	EHA02763	Coassembly	EHI00993	EHA02762	3225978437	PR01696
514991542	7028	12093	106767	779492	96	EHA02286	Coassembly	EHI00127	EHA02277	3181469022	PR01129
1647390529	4933	66555	413533	714601	266	EHA03270	Coassembly	EHI02053	EHA03257	2529888243	PR02703
420214266	4604	16607	108789	701171	76	EHA02309	Coassembly	EHI01546	EHA02310	1117974666	PR02354
115290809	6382	3023	25079	585962	26	EHA00926	Coassembly	EHI00897	EHA00918	1370636725	PR01587
0	0	0	0	0	0	EHA03949	Individual	EHI02519	EHA03949	2397898982	PR03246
0	0	0	0	0	0	EHA00542	Individual	EHI00083	EHA00542	1178186966	PR01120
0	0	0	0	0	0	EHA03839	Individual	EHI02539	EHA03839	3184609349	PR03191
0	0	0	0	0	0	EHA00410	Individual	EHI00533	EHA00410	844306180	PR00878
810841271	8839	19234	153336	735679	147	EHA01470	Coassembly	EHI00527	EHA01467	9921467821	PR00802
142440674	21572	1225	19357	612856	31	EHA02456	Individual	EHI01487	EHA02456	4207510286	PR02442
1524177280	6686	43825	325860	660807	368	EHA03626	Coassembly	EHI02248	EHA03613	3925944141	PR02930
2216676708	4548	139926	566720	535592	83	EHA02658	Coassembly	EHI01641	EHA02637	2415298413	PR02235
276988408	7531	6602	55820	756915	55	EHA02885	Coassembly	EHI00714	EHA02884	985005284	PR01372
2216676708	4548	139926	566720	535592	83	EHA02666	Coassembly	EHI01661	EHA02637	3412107018	PR02246
1064538316	10571	21559	179358	582810	230	EHA01837	Coassembly	EHI01056	EHA01832	7088408184	PR01525
63536133	35666	268	7565	1250296	18	EHA00776	Individual	EHI00792	EHA00776	6547388092	PR01462
118508205	6298	3334	25901	800413	26	EHA02269	Individual	EHI01562	EHA02269	5789571032	PR02359
1064538316	10571	21559	179358	582810	230	EHA01838	Coassembly	EHI01058	EHA01832	6084448756	PR01526
463456275	2949	27426	149601	558506	76	EHA01773	Coassembly	EHI01117	EHA01709	0	PR01968
105982964	9336	1997	19130	304291	32	EHA01892	Individual	EHI01323	EHA01892	6259904670	PR02129
141530106	13648	2108	21211	461445	33	EHA03057	Individual	EHI01750	EHA03057	5059649970	PR02587
329183225	13889	4314	58753	466526	59	EHA04138	Coassembly	EHI02375	EHA04132	5071446255	PR03097
629982618	8601	15475	116923	609799	112	EHA01464	Coassembly	EHI00512	EHA01462	1939729480	PR00795
59707013	9039	1019	11578	558200	11	EHA03381	Individual	EHI02155	EHA03381	1466752482	PR02766
124151131	13706	1491	19264	1053899	23	EHA03376	Individual	EHI02215	EHA03376	4231987716	PR02761
0	0	0	0	0	0	EHA03792	Coassembly	EHI02185	EHA03781	5651307693	PR02822
120207831	29237	751	16082	552774	23	EHA00451	Individual	EHI00528	EHA00451	5088833874	PR00935
163103096	8474	3339	31415	373388	28	EHA03929	Individual	EHI02338	EHA03929	4305388303	PR03050
176766905	14078	2267	29319	353192	34	EHA04396	Individual	EHI02592	EHA04396	5029567969	PR03302
807439689	11798	13859	127680	616705	236	EHA01958	Coassembly	EHI01280	EHA01958	7318063842	PR02086
81454339	16417	534	13735	1312028	18	EHA02945	Coassembly	EHI00819	EHA02943	3426578175	PR01467
1489308165	7329	36958	304972	485840	366	EHA04102	Coassembly	EHI02250	EHA04095	8100416326	PR02922
0	0	0	0	0	0	EHA00787	Individual	EHI00837	EHA00787	1212472145	PR01489
1124629521	15811	13513	162458	560388	295	EHA02531	Coassembly	EHI00420	EHA02526	2936675388	PR00917
1489308165	7329	36958	304972	485840	366	EHA04104	Coassembly	EHI02252	EHA04095	6611716672	PR02924
183222704	20501	1918	25187	418572	32	EHA04301	Individual	EHI02641	EHA04301	8368019812	PR03374
0	0	0	0	0	0	EHA03083	Individual	EHI01793	EHA03083	1109386207	PR02621
218143471	25127	1408	30504	726748	52	EHA03243	Individual	EHI02050	EHA03243	6735879699	PR02700
463456275	2949	27426	149601	558506	76	EHA01796	Coassembly	EHI01195	EHA01709	2202403704	PR01991
490316364	5415	17814	114616	537872	105	EHA01409	Coassembly	EHI00679	EHA01409	2964925892	PR01315
123035034	7630	2546	24032	415515	26	EHA02778	Coassembly	EHI00954	EHA02778	2400016625	PR01639
0	0	0	0	0	0	EHA01804	Coassembly	EHI00449	EHA01800	4405404689	PR00957
185484503	6933	4754	39538	350175	37	EHA03359	Individual	EHI01985	EHA03359	5462273038	PR02662
447224134	10308	8205	80825	988467	61	EHA02207	Coassembly	EHI01158	EHA02205	0	PR02007
0	0	0	0	0	0	EHA03716	Coassembly	EHI00726	EHA03694	4686635776	PR01361
156109686	16123	1435	24063	444519	28	EHA00560	Individual	EHI00218	EHA00560	4236998559	PR01150
0	0	0	0	0	0	EHA00749	Individual	EHI00824	EHA00749	988649995	PR01434
0	0	0	0	0	0	EHA01619	Coassembly	EHI01181	EHA01610	0	PR01938
1739592354	12630	26738	272652	701363	520	EHA02570	Coassembly	EHI01523	EHA02565	5038484038	PR02406
581101833	3896	27993	161346	587046	64	EHA03121	Coassembly	EHI01758	EHA03117	2879187335	PR02635
55695285	10471	710	11219	592714	13	EHA02685	Individual	EHI01600	EHA02685	2446651226	PR02316
0	0	0	0	0	0	EHA02985	Individual	EHI01701	EHA02985	14899590402	PR02518
0	0	0	0	0	0	EHA03999	Individual	EHI02375	EHA03999	5071446255	PR03097
158205900	18059	1317	25491	496841	30	EHA03426	Individual	EHI02213	EHA03426	4451730989	PR02811
0	0	0	0	0	0	EHA00633	Individual	EHI00651	EHA00633	1993833424	PR01301
447224134	10308	8205	80825	988467	61	EHA02250	Coassembly	EHI01210	EHA02205	0	PR02033
18699467	4362	698	5279	155767	5	EHA02961	Coassembly	EHI00210	EHA02960	2653823936	PR01064
101017338	5748	3349	23215	406881	22	EHA02419	Individual	EHI01482	EHA02419	2416450119	PR02392
0	0	0	0	0	0	EHA00790	Individual	EHI00850	EHA00790	5049545389	PR01493
326951637	4296	17399	88474	537821	75	EHA02135	Coassembly	EHI01275	EHA02134	0	PR02223
145998798	6441	4305	31947	538717	37	EHA00564	Individual	EHI00244	EHA00564	5087314863	PR01154
85189053	4374	3934	22583	361591	22	EHA02082	Individual	EHI01264	EHA02082	2789984997	PR02215
31216800	3451	2521	9477	328242	1	EHA02181	Individual	EHI01206	EHA02181	772919379	PR02029
69306373	6913	1925	14596	241535	3	EHA00469	Individual	EHI00449	EHA00469	4405404689	PR00957
0	0	0	0	0	0	EHA03950	Individual	EHI02520	EHA03950	3797488123	PR03247
60958655	14096	850	8923	728478	17	EHA02072	Individual	EHI01344	EHA02072	5012776825	PR02146
0	0	0	0	0	0	EHA00488	Individual	EHI00650	EHA00488	2630839611	PR00984
717231678	4801	26722	179557	847216	136	EHA04321	Coassembly	EHI02580	EHA04321	3659436982	PR03332
112974634	7154	3627	22055	513070	5	EHA02845	Coassembly	EHI01569	EHA02844	1961696613	PR02322
0	0	0	0	0	0	EHA03133	Individual	EHI01823	EHA03133	5638153872	PR02649
659526929	6090	18736	152414	786068	146	EHA01208	Coassembly	EHI00032	EHA01202	2614148585	PR01097
165012373	9143	2958	31102	420222	20	EHA00298	Individual	EHI00112	EHA00298	4779888880	PR00715
76970122	6283	2270	17032	310144	22	EHA02674	Individual	EHI01425	EHA02674	2084765050	PR02260
0	0	0	0	0	0	EHA02981	Individual	EHI01697	EHA02981	7656765566	PR02514
31081297	13053	398	5247	821037	10	EHA02204	Individual	EHI01232	EHA02204	3968613809	PR02048
97367967	9628	1689	18546	341763	25	EHA02677	Individual	EHI01596	EHA02677	2984904281	PR02263
0	0	0	0	0	0	EHA03065	Individual	EHI01764	EHA03065	1024956907	PR02603
0	0	0	0	0	0	EHA03795	Coassembly	EHI00244	EHA03781	5087314863	PR01154
289141177	7726	6386	58697	659751	81	EHA02398	Coassembly	EHI01438	EHA02398	4011436320	PR02268
107219795	9018	1854	19594	315674	28	EHA00453	Individual	EHI00545	EHA00453	2846606757	PR00938
287172893	2814	31701	102873	315528	9	EHA00609	Individual	EHI00531	EHA00609	5202374307	PR01237
509811604	7430	14602	103546	456686	91	EHA01553	Coassembly	EHI00080	EHA01550	5049477727	PR00692
1124629521	15811	13513	162458	560388	295	EHA02526	Coassembly	EHI00391	EHA02526	2697233278	PR00909
174498557	7210	3874	36949	747822	38	EHA02298	Coassembly	EHI00099	EHA02293	660000925	PR01126
116553046	12701	1711	18766	665352	31	EHA01895	Individual	EHI01327	EHA01895	5963392503	PR02133
0	0	0	0	0	0	EHA03895	Individual	EHI02404	EHA03895	864843516	PR03072
0	0	0	0	0	0	EHA02092	Individual	EHI01340	EHA02092	2247487899	PR02225
810841271	8839	19234	153336	735679	147	EHA01468	Coassembly	EHI00464	EHA01467	6602081481	PR00775
262609227	10359	4365	46687	617686	64	EHA03431	Individual	EHI02145	EHA03431	7766200897	PR02816
0	0	0	0	0	0	EHA02742	Individual	EHI01334	EHA02742	9234935897	PR02082
909893271	2311	124546	373793	359959	54	EHA02626	Coassembly	EHI01634	EHA02611	3211049835	PR02247
21666332	3075	1426	7022	97179	4	EHA02963	Coassembly	EHI00252	EHA02962	1141003278	PR01066
61972532	6782	1324	12644	835851	15	EHA02345	Individual	EHI01613	EHA02345	3167741867	PR02287
123263080	13909	1455	20690	584451	16	EHA04178	Coassembly	EHI00269	EHA04176	4429498937	PR01173
41895346	5457	1292	9487	505275	8	EHA01291	Individual	EHI00899	EHA01291	2465372168	PR01661
169531876	7777	3392	33883	499380	22	EHA00331	Individual	EHI00428	EHA00331	4724714178	PR00766
463456275	2949	27426	149601	558506	76	EHA01721	Coassembly	EHI01115	EHA01709	0	PR01916
140215451	5024	5765	34464	306651	29	EHA04214	Coassembly	EHI02486	EHA04214	3586037453	PR03106
101216523	40406	531	8869	564814	26	EHA00598	Individual	EHI00298	EHA00598	6222686411	PR01201
942260713	14304	13053	137343	607198	239	EHA04495	Coassembly	EHI02079	EHA04492	4293038259	PR02841
568051572	13093	8888	85954	381120	163	EHA01950	Coassembly	EHI01323	EHA01929	6259904670	PR02129
969157718	9764	19404	174492	669655	217	EHA03365	Coassembly	EHI01968	EHA03363	6895055875	PR02658
136849921	10654	2139	25022	737554	21	EHA00682	Individual	EHI00671	EHA00682	3308347271	PR01354
942260713	14304	13053	137343	607198	239	EHA04501	Coassembly	EHI02619	EHA04492	4829207979	PR03310
142071461	13117	2196	21780	428748	33	EHA01928	Individual	EHI01385	EHA01928	8099878023	PR02143
568051572	13093	8888	85954	381120	163	EHA01935	Coassembly	EHI01296	EHA01929	4933362100	PR02102
152791222	3610	9768	45515	436680	23	EHA04537	Coassembly	EHI02665	EHA04535	14427195234	PR03270
48227024	5193	1851	11749	250880	16	EHA01698	Coassembly	EHI01087	EHA01698	901666067	PR01952
147627152	6091	4853	33115	338950	23	EHA00471	Individual	EHI00466	EHA00471	4410513791	PR00959
70907600	4763	3415	17889	176866	26	EHA02111	Individual	EHI01262	EHA02111	2525391583	PR02199
909893271	2311	124546	373793	359959	54	EHA02631	Coassembly	EHI01646	EHA02611	2087261736	PR02252
1857363119	9343	40963	333138	758633	403	EHA03778	Coassembly	EHI02217	EHA03755	2435467513	PR02812
509811604	7430	14602	103546	456686	91	EHA01555	Coassembly	EHI00121	EHA01550	2862134850	PR00724
208154165	6452	5386	44631	485047	48	EHA04279	Individual	EHI02609	EHA04279	4661246383	PR03352
444398199	9457	8861	80863	468313	120	EHA02376	Coassembly	EHI01617	EHA02374	2428592048	PR02291
0	0	0	0	0	0	EHA03975	Individual	EHI02393	EHA03975	2323418313	PR03060
198033578	19598	2104	25731	746847	36	EHA00766	Individual	EHI00765	EHA00766	5641826050	PR01452
0	0	0	0	0	0	EHA02445	Individual	EHI01461	EHA02445	1338362043	PR02431
0	0	0	0	0	0	EHA03129	Individual	EHI01824	EHA03129	1052735409	PR02645
2125007329	4467	139379	551883	800860	64	EHA03151	Coassembly	EHI01192	EHA03138	1120354042	PR01945
155885719	12149	1940	27671	429320	33	EHA03388	Individual	EHI02162	EHA03388	5554750835	PR02773
127260589	5337	4459	30621	270743	17	EHA00479	Individual	EHI00550	EHA00479	4450362659	PR00967
868087496	10900	15250	148460	465410	222	EHA04472	Coassembly	EHI02067	EHA04468	4820536628	PR02840
196284547	7315	5215	40189	1189002	45	EHA04175	Coassembly	EHI02497	EHA04169	4252130403	PR03236
1739592354	12630	26738	272652	701363	520	EHA02582	Coassembly	EHI00144	EHA02565	3234959778	PR00817
807439689	11798	13859	127680	616705	236	EHA01961	Coassembly	EHI01285	EHA01958	4493685257	PR02091
392557904	7982	9840	76467	482129	88	EHA02912	Coassembly	EHI00740	EHA02910	3976756028	PR01387
0	0	0	0	0	0	EHA04422	Individual	EHI02650	EHA04422	8041665004	PR03383
7046300	24271	82	480	159946	1	EHA03555	Coassembly	EHI02143	EHA03548	0	PR02918
810841271	8839	19234	153336	735679	147	EHA01469	Coassembly	EHI00493	EHA01467	5187948781	PR00789
585423491	7854	14027	116326	644177	114	EHA01415	Coassembly	EHI00684	EHA01415	2302460325	PR01320
196201721	12161	2601	32833	736292	33	EHA00350	Individual	EHI00488	EHA00350	6448219085	PR00787
126326906	10564	2375	21471	373460	36	EHA01903	Individual	EHI01285	EHA01903	4493685257	PR02091
0	0	0	0	0	0	EHA00715	Individual	EHI00750	EHA00715	2350729420	PR01391
86578412	11710	1381	15661	297968	27	EHA02673	Individual	EHI01601	EHA02673	2321219570	PR02264
641459359	7236	15525	130811	961051	95	EHA04151	Coassembly	EHI01231	EHA04140	3029853335	PR02047
0	0	0	0	0	0	EHA03952	Individual	EHI02522	EHA03952	4135116247	PR03251
1079912262	11499	17681	180602	584956	270	EHA00933	Coassembly	EHI00381	EHA00928	3080717836	PR00906
0	0	0	0	0	0	EHA03079	Individual	EHI01789	EHA03079	1220166360	PR02617
176728002	7393	3849	36139	519201	40	EHA02405	Individual	EHI01455	EHA02405	4547029497	PR02375
991545569	8772	22842	184321	400504	217	EHA01856	Coassembly	EHI01046	EHA01856	7330684294	PR01678
101855667	10325	1767	18030	344304	19	EHA03404	Individual	EHI02219	EHA03404	2606067652	PR02789
67628649	7042	1248	14241	604705	10	EHA00610	Individual	EHI00540	EHA00610	3478991543	PR01238
0	0	0	0	0	0	EHA02268	Individual	EHI01560	EHA02268	5325727637	PR02357
860017704	9244	18591	156477	876692	203	EHA04118	Coassembly	EHI02365	EHA04114	4436264408	PR03041
0	0	0	0	0	0	EHA00600	Individual	EHI00348	EHA00600	1081991207	PR01205
1161321255	6530	33998	249001	540290	295	EHA02926	Coassembly	EHI00735	EHA02919	3124555474	PR01400
112827840	7281	2476	23398	475882	25	EHA00867	Coassembly	EHI00276	EHA00867	2643618639	PR00829
153493514	10430	2518	27590	367198	37	EHA03450	Individual	EHI02210	EHA03450	4573406593	PR02835
717231678	4801	26722	179557	847216	136	EHA04324	Coassembly	EHI02600	EHA04321	3377697245	PR03346
463456275	2949	27426	149601	558506	76	EHA01790	Coassembly	EHI01152	EHA01709	1262366627	PR01985
144713584	15135	1988	21275	707680	39	EHA01872	Individual	EHI01283	EHA01872	7831375754	PR02089
0	0	0	0	0	0	EHA03865	Individual	EHI02486	EHA03865	3586037453	PR03106
302533290	5695	9781	70304	283431	73	EHA02112	Individual	EHI01263	EHA02112	10108359118	PR02200
