ID,AB_batch,Type (from AB Batch),Host,assembly_ena_accession,Autonumber1,PreprocessedSample,EHI_number,Assembly_code,Coassembly_name,PR_batch,EHI_number_api,sample_type,assembly_length,N50,L50,num_contigs,largest_contig,num_bins,assembly_mapping_percent,metagenomic_bases,assembly_url,mag_url,mapping_url,Status,Nonpareil completeness,locality,Order,successful_assembly
EHA01217,ABB0172,Individual,Acanthodactylus erythrurus,,1217,PR01518,EHI01070,EHA01217,EHA01217,PRB0066,EHI01070,Faecal,191708046,13039,2353,30554,579445,31,78.00,5870500771,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01217_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01070_EHA01217.bam,Done,0.8978,Figueira de Castelo Rodrigo,Squamata,1
EHA01218,ABB0172,Individual,Acanthodactylus erythrurus,,1218,PR01519,EHI01079,EHA01218,EHA01217,PRB0066,EHI01079,Faecal,195388010,10885,2802,34136,709348,31,69.00,5678561384,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01218_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01079_EHA01218.bam,Done,0.8530,Figueira de Castelo Rodrigo,Squamata,1
EHA01219,ABB0172,Individual,Podarcis sp.,,1219,PR01520,EHI01047,EHA01219,EHA01217,PRB0066,EHI01047,Faecal,211887523,16653,2311,30514,1054675,37,83.00,6619285861,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01219_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01047_EHA01219.bam,Done,0.9207,Arouca,Squamata,1
EHA01220,ABB0172,Individual,Podarcis sp.,,1220,PR01521,EHI01049,EHA01220,EHA01217,PRB0066,EHI01049,Faecal,150967538,12370,2220,24356,941462,23,73.00,5338113104,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01220_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01049_EHA01220.bam,Done,0.8759,Arouca,Squamata,1
EHA01221,ABB0172,Individual,Podarcis sp.,,1221,PR01522,EHI01050,EHA01221,EHA01217,PRB0066,EHI01050,Faecal,233626968,12015,3431,39432,609057,38,79.00,7784654503,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01221_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01050_EHA01221.bam,Done,0.9170,Arouca,Squamata,1
EHA01222,ABB0172,Individual,Podarcis sp.,,1222,PR01523,EHI01052,EHA01222,EHA01217,PRB0066,EHI01052,Faecal,182865817,6974,4386,37125,522616,25,72.00,5448582639,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01222_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01052_EHA01222.bam,Done,0.8740,Arouca,Squamata,1
EHA01223,ABB0172,Individual,Podarcis sp.,,1223,PR01524,EHI01054,EHA01223,EHA01217,PRB0066,EHI01054,Faecal,205487080,12551,2740,33795,658302,43,84.00,6610572998,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01223_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01054_EHA01223.bam,Done,0.9293,Arouca,Squamata,1
EHA01224,ABB0172,Individual,Podarcis sp.,,1224,PR01525,EHI01056,EHA01224,EHA01217,PRB0066,EHI01056,Faecal,260738543,14577,2851,39045,940199,47,79.00,7088408184,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01224_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01056_EHA01224.bam,Done,0.8983,Arouca,Squamata,1
EHA01225,ABB0172,Individual,Podarcis sp.,,1225,PR01526,EHI01058,EHA01225,EHA01217,PRB0066,EHI01058,Faecal,134150537,18186,1428,17335,622755,24,83.00,6084448756,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01225_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01058_EHA01225.bam,Done,0.9170,Arouca,Squamata,1
EHA01226,ABB0172,Individual,Podarcis sp.,,1226,PR01527,EHI01060,EHA01226,EHA01217,PRB0066,EHI01060,Faecal,138114688,10913,2509,23407,446613,13,78.00,4753454952,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01226_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01060_EHA01226.bam,Done,0.8980,Arouca,Squamata,1
EHA01227,ABB0172,Individual,Podarcis sp.,,1227,PR01528,EHI01064,EHA01227,EHA01217,PRB0066,EHI01064,Faecal,0,0,0,0,0,0,0.00,5680895511,,,,Done,0.9866,Arouca,Squamata,0
EHA01228,ABB0172,Individual,Podarcis sp.,,1228,PR01529,EHI01066,EHA01228,EHA01217,PRB0066,EHI01066,Faecal,111742566,17098,1036,16250,677144,22,69.00,3011002880,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01228_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01066_EHA01228.bam,Done,0.8549,Arouca,Squamata,1
EHA01229,ABB0172,Individual,Podarcis sp.,,1229,PR01530,EHI01068,EHA01229,EHA01217,PRB0066,EHI01068,Faecal,166483022,20786,1531,22266,489327,32,86.00,6306613746,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01229_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01068_EHA01229.bam,Done,0.9377,Arouca,Squamata,1
EHA01230,ABB0172,Individual,Podarcis sp.,,1230,PR01531,EHI01071,EHA01230,EHA01217,PRB0066,EHI01071,Faecal,165180755,14322,1954,26937,453542,25,79.00,4686237240,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01230_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01071_EHA01230.bam,Done,0.8872,Arouca,Squamata,1
EHA01231,ABB0172,Individual,Podarcis sp.,,1231,PR01532,EHI01073,EHA01231,EHA01217,PRB0066,EHI01073,Faecal,272005695,13764,3695,42101,680700,45,82.00,8412549333,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01231_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0066_EHI01073_EHA01231.bam,Done,0.9200,Arouca,Squamata,1
EHA01232,ABB0172,Individual,Sciurus carolinensis,,1232,PR01534,EHI00864,EHA01232,EHA01217,PRB0067,EHI00864,Oral swab,0,0,0,0,0,0,0.00,1021831000,,,,Done,0.5076,PA - Eastern,Rodentia,0
EHA01233,ABB0172,Individual,Sciurus carolinensis,,1233,PR01535,EHI00871,EHA01233,EHA01217,PRB0067,EHI00871,Faecal,74258788,10067,1114,13835,509178,20,56.00,2394357538,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01233_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0067_EHI00871_EHA01233.bam,Done,0.7869,Calgary,Rodentia,1
EHA01234,ABB0172,Individual,Sciurus carolinensis,,1234,PR01536,EHI00874,EHA01234,EHA01217,PRB0067,EHI00874,Oral swab,0,0,0,0,0,0,0.00,805696147,,,,Done,0.4706,PA- Eastern,Rodentia,0
EHA01235,ABB0172,Individual,Sciurus carolinensis,,1235,PR01539,EHI00880,EHA01235,EHA01217,PRB0067,EHI00880,Faecal,79175741,7156,1673,16625,508725,20,59.00,3115633559,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01235_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0067_EHI00880_EHA01235.bam,Done,0.8256,Calgary,Rodentia,1
EHA01236,ABB0172,Individual,Sciurus carolinensis,,1236,PR01543,EHI00896,EHA01236,EHA01217,PRB0067,EHI00896,Faecal,69028167,6096,1612,15343,457557,18,47.00,2605169150,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01236_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0067_EHI00896_EHA01236.bam,Done,0.7507,Calgary,Rodentia,1
EHA01237,ABB0172,Individual,Sciurus carolinensis,,1237,PR01547,EHI00939,EHA01237,EHA01217,PRB0067,EHI00939,Faecal,69006592,6208,1674,15412,384130,15,52.00,2363982788,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/EHA01237_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0172,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0172/PRB0067_EHI00939_EHA01237.bam,Done,0.7707,Calgary,Rodentia,1
EHA01238,ABB0172,Individual,Sciurus carolinensis,,1238,PR01548,EHI00941,EHA01238,EHA01217,PRB0067,EHI00941,Oral swab,0,0,0,0,0,0,0.00,762701367,,,,Done,0.6918,"Scotland, Dumfries & Galloway",Rodentia,0
EHA01239,ABB0172,Individual,Sciurus carolinensis,,1239,PR01550,EHI00951,EHA01239,EHA01217,PRB0067,EHI00951,Oral swab,0,0,0,0,0,0,0.00,2715032540,,,,Done,0.8238,Wales,Rodentia,0
EHA01240,ABB0172,Individual,Sciurus carolinensis,,1240,PR01562,EHI01005,EHA01240,EHA01217,PRB0068,EHI01005,Oral swab,0,0,0,0,0,0,0.00,1699759854,,,,Done,0.5274,PA - Eastern,Rodentia,0
EHA01241,ABB0172,Individual,Sciurus carolinensis,,1241,PR01566,EHI01013,EHA01241,EHA01217,PRB0068,EHI01013,Oral swab,0,0,0,0,0,0,0.00,3802137962,,,,Done,0.8196,"Durham, NC",Rodentia,0
EHA01242,ABB0173,Individual,Sciurus carolinensis,,1242,PR01577,EHI01039,EHA01242,EHA01242,PRB0068,EHI01039,Oral swab,0,0,0,0,0,0,0.00,1205601465,,,,Done,0.6875,Wales,Rodentia,0
EHA01243,ABB0173,Individual,Sciurus vulgaris,,1243,PR01582,EHI00873,EHA01243,EHA01242,PRB0069,EHI00873,Oral swab,0,0,0,0,0,0,0.00,3174500277,,,,Done,0.8598,Wales,Rodentia,0
EHA01244,ABB0173,Individual,Sciurus vulgaris,,1244,PR01584,EHI00888,EHA01244,EHA01242,PRB0069,EHI00888,Oral swab,0,0,0,0,0,0,0.00,4200753878,,,,Done,0.8169,Wales,Rodentia,0
EHA01245,ABB0173,Individual,Sciurus vulgaris,,1245,PR01585,EHI00890,EHA01245,EHA01242,PRB0069,EHI00890,Oral swab,0,0,0,0,0,0,0.00,1591542124,,,,Done,0.7586,Hokkaido,Rodentia,0
EHA01246,ABB0173,Individual,Sciurus vulgaris,,1246,PR01587,EHI00897,EHA01246,EHA01242,PRB0069,EHI00897,Anal/cloacal swab,0,0,0,0,0,0,0.00,1370636725,,,,Done,0.7642,Hokkaido,Rodentia,0
EHA01247,ABB0173,Individual,Sciurus vulgaris,,1247,PR01588,EHI00898,EHA01247,EHA01242,PRB0069,EHI00898,Faecal,0,0,0,0,0,0,0.00,4203829874,,,,Done,0.6839,"Ballina, Co.Mayo",Rodentia,0
EHA01248,ABB0173,Individual,Sciurus vulgaris,,1248,PR01591,EHI00904,EHA01248,EHA01242,PRB0069,EHI00904,Oral swab,0,0,0,0,0,0,0.00,1327653451,,,,Done,0.7245,Hokkaido,Rodentia,0
EHA01249,ABB0173,Individual,Sciurus vulgaris,,1249,PR01592,EHI00910,EHA01249,EHA01242,PRB0069,EHI00910,Oral swab,0,0,0,0,0,0,0.00,963301742,,,,Done,0.6660,"Ballina, Co.Mayo",Rodentia,0
EHA01250,ABB0173,Individual,Sciurus vulgaris,,1250,PR01593,EHI00912,EHA01250,EHA01242,PRB0069,EHI00912,Faecal,0,0,0,0,0,0,0.00,3956433891,,,,Done,0.9737,"Menlo, Galway",Rodentia,0
EHA01251,ABB0173,Individual,Sciurus vulgaris,,1251,PR01594,EHI00914,EHA01251,EHA01242,PRB0069,EHI00914,Oral swab,0,0,0,0,0,0,0.00,1103263655,,,,Done,0.6129,"Ballina, Co.Mayo",Rodentia,0
EHA01252,ABB0173,Individual,Sciurus vulgaris,,1252,PR01598,EHI00925,EHA01252,EHA01242,PRB0069,EHI00925,Faecal,116927263,12920,1785,18381,287560,29,78.00,3745834481,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/EHA01252_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0173,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/PRB0069_EHI00925_EHA01252.bam,Done,0.9040,"Ballina, Co.Mayo",Rodentia,1
EHA01253,ABB0173,Individual,Sciurus vulgaris,,1253,PR01599,EHI00927,EHA01253,EHA01242,PRB0069,EHI00927,Faecal,0,0,0,0,0,0,0.00,4153359502,,,,Done,0.6675,"Ballina, Co.Mayo",Rodentia,0
EHA01254,ABB0173,Individual,Sciurus vulgaris,,1254,PR01603,EHI00957,EHA01254,EHA01242,PRB0070,EHI00957,Oral swab,0,0,0,0,0,0,0.00,2007548878,,,,Done,0.7141,Wales,Rodentia,0
EHA01255,ABB0173,Individual,Sciurus vulgaris,,1255,PR01605,EHI00972,EHA01255,EHA01242,PRB0070,EHI00972,Faecal,130438467,15325,1360,20283,691232,32,79.00,3837827701,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/EHA01255_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0173,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/PRB0070_EHI00972_EHA01255.bam,Done,0.9097,Berlin,Rodentia,1
EHA01256,ABB0173,Individual,Sciurus vulgaris,,1256,PR01606,EHI00978,EHA01256,EHA01242,PRB0070,EHI00978,Oral swab,0,0,0,0,0,0,0.00,1264074622,,,,Done,0.6495,Hokkaido,Rodentia,0
EHA01257,ABB0173,Individual,Sciurus vulgaris,,1257,PR01610,EHI00996,EHA01257,EHA01242,PRB0070,EHI00996,Faecal,0,0,0,0,0,0,0.00,1970662955,,,,Done,0.9592,"Menlo, Galway",Rodentia,0
EHA01258,ABB0173,Individual,Sciurus vulgaris,,1258,PR01612,EHI00998,EHA01258,EHA01242,PRB0070,EHI00998,Oral swab,0,0,0,0,0,0,0.00,2316239049,,,,Done,0.9136,"Ballina, Co.Mayo",Rodentia,0
EHA01259,ABB0173,Individual,Sciurus vulgaris,,1259,PR01613,EHI01001,EHA01259,EHA01242,PRB0070,EHI01001,Faecal,184836998,12557,2343,31150,824044,40,68.00,6991286454,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/EHA01259_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0173,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/PRB0070_EHI01001_EHA01259.bam,Done,0.8492,"Menlo, Galway",Rodentia,1
EHA01260,ABB0173,Individual,Sciurus vulgaris,,1260,PR01618,EHI01019,EHA01260,EHA01242,PRB0070,EHI01019,Faecal,98067039,10782,1721,16819,266329,20,67.00,2640507115,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/EHA01260_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0173,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0173/PRB0070_EHI01019_EHA01260.bam,Done,0.8431,"Menlo, Galway",Rodentia,1
EHA01261,ABB0173,Individual,Chloroceryle aenea,,1261,PR01627,EHI00884,EHA01261,EHA01242,PRB0071,EHI00884,Anal/cloacal swab,0,0,0,0,0,0,0.00,4044666556,,,,Done,0.9981,Madre de Dios,Coraciiformes,0
EHA01262,ABB0173,Individual,Chloroceryle aenea,,1262,PR01628,EHI00919,EHA01262,EHA01242,PRB0071,EHI00919,Anal/cloacal swab,0,0,0,0,0,0,0.00,2668529501,,,,Done,0.9892,Madre de Dios,Coraciiformes,0
EHA01263,ABB0173,Individual,Chloroceryle aenea,,1263,PR01629,EHI00928,EHA01263,EHA01242,PRB0071,EHI00928,Anal/cloacal swab,0,0,0,0,0,0,0.00,5090456561,,,,Done,0.9975,Madre de Dios,Coraciiformes,0
EHA01264,ABB0173,Individual,Stelgidopteryx ruficollis,,1264,PR01630,EHI00915,EHA01264,EHA01242,PRB0072,EHI00915,Anal/cloacal swab,0,0,0,0,0,0,0.00,5414237561,,,,Done,0.9974,Madre de Dios,Passeriformes,0
EHA01265,ABB0173,Individual,Stelgidopteryx ruficollis,,1265,PR01631,EHI00971,EHA01265,EHA01242,PRB0072,EHI00971,Anal/cloacal swab,0,0,0,0,0,0,0.00,5472573521,,,,Done,0.9977,Madre de Dios,Passeriformes,0
EHA01266,ABB0173,Individual,Stelgidopteryx ruficollis,,1266,PR01632,EHI01020,EHA01266,EHA01242,PRB0072,EHI01020,Anal/cloacal swab,0,0,0,0,0,0,0.00,2611973119,,,,Done,0.9967,Madre de Dios,Passeriformes,0
EHA01267,ABB0174,Individual,Apodemus sylvaticus,,1267,PR01633,EHI00924,EHA01267,EHA01267,PRB0073,EHI00924,Faecal,0,0,0,0,0,0,0.00,3631786690,,,,Running,0.6939,Scotland,Rodentia,0
EHA01268,ABB0174,Individual,Apodemus sylvaticus,,1268,PR01634,EHI00970,EHA01268,EHA01267,PRB0073,EHI00970,Faecal,0,0,0,0,0,0,0.00,2724561477,,,,Running,0.7854,Scotland,Rodentia,0
EHA01269,ABB0174,Individual,Apodemus sylvaticus,,1269,PR01635,EHI00987,EHA01269,EHA01267,PRB0073,EHI00987,Faecal,0,0,0,0,0,0,0.00,4933221377,,,,Running,0.8823,Scotland,Rodentia,0
EHA01270,ABB0174,Individual,Apodemus sylvaticus,,1270,PR01636,EHI01003,EHA01270,EHA01267,PRB0073,EHI01003,Faecal,0,0,0,0,0,0,0.00,5708127332,,,,Running,0.9086,Scotland,Rodentia,0
EHA01271,ABB0174,Individual,Apodemus sylvaticus,,1271,PR01637,EHI01022,EHA01271,EHA01267,PRB0073,EHI01022,Faecal,0,0,0,0,0,0,0.00,3685486363,,,,Running,0.8510,Scotland,Rodentia,0
EHA01272,ABB0174,Individual,Iberolacerta aranica,,1272,PR01639,EHI00954,EHA01272,EHA01267,PRB0075,EHI00954,Faecal,0,0,0,0,0,0,0.00,2400016625,,,,Running,0.7715,"Occitanie, Tourmalet",Squamata,0
EHA01273,ABB0174,Individual,Iberolacerta aranica,,1273,PR01640,EHI00984,EHA01273,EHA01267,PRB0075,EHI00984,Faecal,0,0,0,0,0,0,0.00,2195915533,,,,Running,0.7961,"Occitanie, Tourmalet",Squamata,0
EHA01274,ABB0174,Individual,Iberolacerta bonnali,,1274,PR01641,EHI00952,EHA01274,EHA01267,PRB0075,EHI00952,Faecal,0,0,0,0,0,0,0.00,3627235635,,,,Running,0.9253,"Occitanie, Sentein",Squamata,0
EHA01275,ABB0174,Individual,Iberolacerta bonnali,,1275,PR01642,EHI00979,EHA01275,EHA01267,PRB0075,EHI00979,Faecal,0,0,0,0,0,0,0.00,6306509453,,,,Running,0.9688,"Occitanie, Sentein",Squamata,0
EHA01276,ABB0174,Individual,Timon lepidus,,1276,PR01644,EHI01055,EHA01276,EHA01267,PRB0075,EHI01055,Faecal,0,0,0,0,0,0,0.00,5724608789,,,,Running,0.8966,Arouca,Squamata,0
EHA01277,ABB0174,Individual,Timon lepidus,,1277,PR01645,EHI01059,EHA01277,EHA01267,PRB0075,EHI01059,Faecal,0,0,0,0,0,0,0.00,6602694866,,,,Running,0.8906,Arouca,Squamata,0
EHA01278,ABB0174,Individual,Timon lepidus,,1278,PR01646,EHI01061,EHA01278,EHA01267,PRB0075,EHI01061,Faecal,0,0,0,0,0,0,0.00,6087279968,,,,Running,0.8970,Arouca,Squamata,0
EHA01279,ABB0174,Individual,Timon lepidus,,1279,PR01647,EHI01063,EHA01279,EHA01267,PRB0075,EHI01063,Faecal,0,0,0,0,0,0,0.00,8792439064,,,,Running,0.8661,Arouca,Squamata,0
EHA01280,ABB0174,Individual,Timon lepidus,,1280,PR01648,EHI01067,EHA01280,EHA01267,PRB0075,EHI01067,Faecal,0,0,0,0,0,0,0.00,8599037503,,,,Running,0.9298,Arouca,Squamata,0
EHA01281,ABB0174,Individual,Timon lepidus,,1281,PR01649,EHI01069,EHA01281,EHA01267,PRB0075,EHI01069,Faecal,0,0,0,0,0,0,0.00,6385402460,,,,Running,0.8953,Arouca,Squamata,0
EHA01282,ABB0174,Individual,Timon lepidus,,1282,PR01650,EHI01076,EHA01282,EHA01267,PRB0075,EHI01076,Faecal,0,0,0,0,0,0,0.00,5928479166,,,,Running,0.9170,Arouca,Squamata,0
EHA01283,ABB0174,Individual,Timon lepidus,,1283,PR01651,EHI01077,EHA01283,EHA01267,PRB0075,EHI01077,Faecal,0,0,0,0,0,0,0.00,5310203237,,,,Running,0.8892,Arouca,Squamata,0
EHA01284,ABB0174,Individual,Timon lepidus,,1284,PR01652,EHI01078,EHA01284,EHA01267,PRB0075,EHI01078,Faecal,0,0,0,0,0,0,0.00,6704384435,,,,Running,0.9080,Arouca,Squamata,0
EHA01285,ABB0174,Individual,Timon lepidus,,1285,PR01653,EHI01085,EHA01285,EHA01267,PRB0075,EHI01085,Faecal,0,0,0,0,0,0,0.00,6235153964,,,,Running,0.8893,Arouca,Squamata,0
EHA01286,ABB0174,Individual,Ramphocelus carbo,,1286,PR01654,EHI00938,EHA01286,EHA01267,PRB0076,EHI00938,Anal/cloacal swab,0,0,0,0,0,0,0.00,1464135142,,,,Running,0.9166,Madre de Dios,Passeriformes,0
EHA01287,ABB0174,Individual,Plecotus auritus,,1287,PR01655,EHI00868,EHA01287,EHA01267,PRB0077,EHI00868,Faecal,0,0,0,0,0,0,0.00,1941981490,,,,Running,0.7923,Segovia,Chiroptera,0
EHA01288,ABB0174,Individual,Plecotus auritus,,1288,PR01657,EHI00878,EHA01288,EHA01267,PRB0077,EHI00878,Faecal,0,0,0,0,0,0,0.00,738211865,,,,Running,0.8679,Berlin-Brandenburg,Chiroptera,0
EHA01289,ABB0174,Individual,Plecotus auritus,,1289,PR01659,EHI00885,EHA01289,EHA01267,PRB0077,EHI00885,Faecal,0,0,0,0,0,0,0.00,3407354018,,,,Running,0.9391,Berlin-Brandenburg,Chiroptera,0
EHA01290,ABB0174,Individual,Plecotus auritus,,1290,PR01660,EHI00894,EHA01290,EHA01267,PRB0077,EHI00894,Faecal,0,0,0,0,0,0,0.00,3475727633,,,,Running,0.8251,Berlin-Brandenburg,Chiroptera,0
EHA01291,ABB0174,Individual,Plecotus auritus,,1291,PR01661,EHI00899,EHA01291,EHA01267,PRB0077,EHI00899,Faecal,0,0,0,0,0,0,0.00,2465372168,,,,Running,0.6981,Segovia,Chiroptera,0
EHA01292,ABB0175,Individual,Plecotus auritus,,1292,PR01663,EHI00913,EHA01292,EHA01292,PRB0077,EHI00913,Faecal,0,0,0,0,0,0,0.00,3209083089,,,,Done,0.7766,Serra Estrela,Chiroptera,0
EHA01293,ABB0175,Individual,Plecotus auritus,,1293,PR01664,EHI00923,EHA01293,EHA01292,PRB0077,EHI00923,Faecal,0,0,0,0,0,0,0.00,3924745362,,,,Done,0.7111,Serra Estrela,Chiroptera,0
EHA01294,ABB0175,Individual,Plecotus auritus,,1294,PR01665,EHI00930,EHA01294,EHA01292,PRB0077,EHI00930,Faecal,0,0,0,0,0,0,0.00,4412084456,,,,Done,0.8604,Berlin-Brandenburg,Chiroptera,0
EHA01295,ABB0175,Individual,Plecotus auritus,,1295,PR01673,EHI01007,EHA01295,EHA01292,PRB0077,EHI01007,Faecal,0,0,0,0,0,0,0.00,4030351754,,,,Done,0.9539,León,Chiroptera,0
EHA01296,ABB0175,Individual,Chalcides striatus,,1296,PR01678,EHI01046,EHA01296,EHA01292,PRB0078,EHI01046,Faecal,219550299,10020,4831,39345,365068,23,67.00,7330684294,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0175/EHA01296_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0175,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0175/PRB0078_EHI01046_EHA01296.bam,Done,0.8942,Arouca,Squamata,1
EHA01297,ABB0175,Individual,Chalcides striatus,,1297,PR01679,EHI01057,EHA01297,EHA01292,PRB0078,EHI01057,Faecal,150428841,14978,1690,23692,726194,30,80.00,5445757571,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0175/EHA01297_contigs.fasta.gz,https://sid.erda.dk/cgi-sid/ls.py?share_id=BaMZodj9sA&current_dir=MAG/ABB0175,https://sid.erda.dk/share_redirect/BaMZodj9sA/ASB/ABB0175/PRB0078_EHI01057_EHA01297.bam,Done,0.9003,Arouca,Squamata,1
