LI Code,LI Batch,Library barcode,Sample,EX Sample,Library replicate,Coordinates,Purpose,Input volume,Input DNA (ng),EX concentration (ng/ul),Adaptor nM,Required PCR cycles,Adaptor dimers,Notes,Indexed libraries,Number of indexed libraries,Sequencing datasets,Autonumber,Autonumber2,IN (Indexing),EX (Extraction),QPCR QC,Sampling date,Latitude reduced,Longitude reduced,Country,Biome,Environment,Type,Species,Taxid,Common name,Development,Length (mm),Weight (g),Sex,Specimen,Number of sequencing datasets,Total data (GB),Host data (GB),Metagenomic data (GB),number_bins,BioProject,SE Batch,Sample Batch,IN Code (from IN (Indexing)),ENA Sample accession,IN batch (from IN (Indexing)),collaborator,geographic location (region and locality),Sample Batch 2,QualityControlGroup,QC - Library qPCR based,Indexed,Sequenced,Order,PCR group
AFU79E1L1,LIB0043,LV1053384437,AFU79,AFU79E1,L1,P125_8G,metagenome,19.0,196.0,10.30,20,6,0,0,AFU79E1L1I1,1,EHI00771,1523,01523,AFU79E1L1I1,,,10/8/2022,43.313,-1.751,Spain,1000198 - Mixed forest,By the walking path,Faecal,Podarcis muralis,64176,Common wall lizard,Adult,51.00,4.34,Male,SD02662,1,4.00,0.320,3.59,23,PRJEB51864,SEB007,,AFU79E1L1I1,,INB0036,Garazi Martin,Gipuzkoa,,Group1,Pass,1,1,Squamata,7
C1_EXB0046E1L1,LIB0043,LV1053384207,C1_EXB0046,C1_EXB0046E1,L1,P125_8H,unknown,24.0,0.0,0.00,2,20,3,0,C1_EXB0046E1L1I1,1,,1524,01524,C1_EXB0046E1L1I1,,,,,,,,,,,,,,,,,,0,0.00,0.000,0.00,0,,,,C1_EXB0046E1L1I1,,INB0036,,,,Group8,Fail,1,0,,20
AFO76E1L1,LIB0044,LV1053383904,AFO76,AFO76E1,L1,P125_9A,metagenome,18.0,193.0,10.70,20,4,0,0,AFO76E1L1I1,1,EHI01073,1525,01525,AFO76E1L1I1,,,12/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,9.70,2.30,Female,SD02488,1,9.30,0.371,8.41,45,,SEB009,,AFO76E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFO81E2L1,LIB0044,LV1053384074,AFO81,AFO81E2,L1,P125_9B,metagenome,24.0,120.5,5.03,20,6,0,0,AFO81E2L1I1,1,EHI01064,1526,01526,AFO81E2L1I1,,,12/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,14.00,2.30,Male,SD02490,1,7.62,1.518,5.68,0,,SEB009,,AFO81E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group4,Pass,1,1,Squamata,7
AFO93E1L1,LIB0044,LV1053384085,AFO93,AFO93E1,L1,P125_9C,metagenome,22.0,195.0,8.86,20,6,0,0,AFO93E1L1I1,1,EHI01061,1527,01527,AFO93E1L1I1,,,13/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,14.40,4.10,Unknown,SD02496,1,6.64,0.212,6.09,0,,SEB009,,AFO93E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFO99E1L1,LIB0044,LV1053384337,AFO99,AFO99E1,L1,P125_9D,metagenome,17.0,194.0,11.40,20,6,0,0,AFO99E1L1I1,1,EHI01063,1528,01528,AFO99E1L1I1,,,14/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Adult,40.80,64.90,Female,SD02499,1,10.39,1.091,8.79,0,,SEB009,,AFO99E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFP15E1L1,LIB0044,LV1053383912,AFP15,AFP15E1,L1,P125_9E,metagenome,24.0,165.0,6.87,20,4,0,0,AFP15E1L1I1,1,EHI01065,1529,01529,AFP15E1L1I1,,,15/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Juvenile,15.30,2.50,Unknown,SD02506,1,7.71,0.013,7.32,26,,SEB009,,AFP15E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group2,Pass,1,1,Squamata,7
AFP19E1L1,LIB0044,LV1053384122,AFP19,AFP19E1,L1,P125_9F,metagenome,11.6,200.0,17.30,20,6,0,0,AFP19E1L1I1,1,EHI01077,1530,01530,AFP19E1L1I1,,,26/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,17.40,4.80,Unknown,SD02508,1,5.66,0.049,5.31,0,,SEB009,,AFP19E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFP31E1L1,LIB0044,LV1053383905,AFP31,AFP31E1,L1,P125_9G,metagenome,20.0,198.0,9.91,20,6,0,0,AFP31E1L1I1,1,EHI01066,1531,01531,AFP31E1L1I1,,,27/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Sub-adult,12.50,2.10,Male,SD02513,1,7.26,3.845,3.01,22,,SEB009,,AFP31E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFP35E1L1,LIB0044,LV1053383946,AFP35,AFP35E1,L1,P125_9H,metagenome,24.0,147.5,6.14,20,7,0,0,AFP35E1L1I1,1,EHI01052,1532,01532,AFP35E1L1I1,,,28/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Sub-adult,12.30,1.80,Male,SD02515,1,5.92,0.110,5.45,25,,SEB009,,AFP35E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group3,Pass,1,1,Squamata,10
AFP45E1L1,LIB0044,LV1053384059,AFP45,AFP45E1,L1,P125_10A,metagenome,24.0,178.5,7.44,20,7,0,0,AFP45E1L1I1,1,EHI01049,1533,01533,AFP45E1L1I1,,,29/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,16.30,3.80,Male,SD02520,1,5.89,0.114,5.34,23,,SEB009,,AFP45E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,10
AFP61E1L1,LIB0044,LV1053383934,AFP61,AFP61E1,L1,P125_10B,metagenome,24.0,130.0,5.41,20,4,0,0,AFP61E1L1I1,1,EHI01070,1534,01534,AFP61E1L1I1,,,17/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Acanthodactylus erythrurus,111511,Spiny-footed lizard,Juvenile,15.10,4.70,Unknown,SD02624,1,6.21,0.030,5.87,31,,SEB009,,AFP61E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group3,Pass,1,1,Squamata,7
AFP66E1L1,LIB0044,LV1053383937,AFP66,AFP66E1,L1,P125_10C,metagenome,4.0,186.0,46.00,20,5,0,0,AFP66E1L1I1,1,EHI01079,1535,01535,AFP66E1L1I1,,,18/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Acanthodactylus erythrurus,111511,Spiny-footed lizard,Juvenile,18.00,5.00,Unknown,SD02627,1,6.12,0.018,5.68,31,,SEB009,,AFP66E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group1,Pass,1,1,Squamata,7
AFQ71E2L1,LIB0044,LV1053383880,AFQ71,AFQ71E2,L1,P125_10D,metagenome,18.0,198.0,11.00,20,4,0,0,AFQ71E2L1I1,1,EHI01068,1536,01536,AFQ71E2L1I1,,,2/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,12.60,3.60,Female,SD02582,1,6.68,0.017,6.31,32,,SEB009,,AFQ71E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFP75E2L1,LIB0044,LV1053383892,AFP75,AFP75E2,L1,P125_10E,metagenome,24.0,144.0,6.00,20,7,0,0,AFP75E2L1I1,1,EHI01053,1537,01537,AFP75E2L1I1,,,21/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Psammodromus manuelae,,,Adult,19.00,7.30,Male,SD02632,1,6.69,0.010,5.79,27,,SEB009,,AFP75E2L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group3,Pass,1,1,Squamata,10
AFP79E1L1,LIB0044,LV1053380439,AFP79,AFP79E1,L1,P125_10F,metagenome,24.0,146.5,6.11,20,6,0,0,AFP79E1L1I1,1,EHI01056,1538,01538,AFP79E1L1I1,,,14/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,14.90,2.90,Male,SD02537,1,8.10,0.537,7.09,47,,SEB009,,AFP79E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group3,Pass,1,1,Squamata,7
AFP84E1L1,LIB0044,LV1053384309,AFP84,AFP84E1,L1,P125_10G,metagenome,24.0,172.0,7.17,20,7,0,0,AFP84E1L1I1,1,EHI01047,1539,01539,AFP84E1L1I1,,,16/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,7.90,4.60,Male,SD02539,1,7.17,0.086,6.62,37,,SEB009,,AFP84E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group2,Pass,1,1,Squamata,10
AFP91E2L1,LIB0044,LV1053384287,AFP91,AFP91E2,L1,P125_10H,metagenome,24.0,152.5,6.36,20,4,0,0,AFP91E2L1I1,1,EHI01071,1540,01540,AFP91E2L1I1,,,16/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Sub-adult,9.70,1.20,Unknown,SD02543,1,5.06,0.135,4.69,25,,SEB009,,AFP91E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group2,Pass,1,1,Squamata,7
AFP93E1L1,LIB0044,LV1053383935,AFP93,AFP93E1,L1,P125_11A,metagenome,8.0,200.0,25.10,20,4,0,0,AFP93E1L1I1,1,EHI01074,1541,01541,AFP93E1L1I1,,,17/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Adult,21.90,7.00,Unknown,SD02544,1,7.38,0.001,6.89,43,,SEB009,,AFP93E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFP97E1L1,LIB0044,LV1053383901,AFP97,AFP97E1,L1,P125_11B,metagenome,6.0,188.0,31.10,20,5,0,0,AFP97E1L1I1,1,EHI01075,1542,01542,AFP97E1L1I1,,,17/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Adult,19.40,3.30,Unknown,SD02546,1,7.53,0.002,7.18,40,,SEB009,,AFP97E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
C1_EXB0039E1L1,LIB0044,LV1053383933,C1_EXB0039,C1_EXB0039E1,L1,P125_11C,unknown,24.0,0.0,0.00,2,20,3,0,C1_EXB0039E1L1I1,1,EHI01044,1543,01543,C1_EXB0039E1L1I1,,,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB009,,C1_EXB0039E1L1I1,,INB0038,,,,Group8,Fail,1,1,,20
AFQ17E1L1,LIB0045,LV1053384155,AFQ17,AFQ17E1,L1,P126_1A,metagenome,24.0,139.0,5.78,20,4,0,0,AFQ17E1L1I1,1,EHI01080,1544,01544,AFQ17E1L1I1,,,21/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Sub-adult,19.60,4.40,Unknown,SD02555,1,7.24,0.003,6.97,22,,SEB009,,AFQ17E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group3,Pass,1,1,Squamata,7
AFQ25E1L1,LIB0045,LV1053383924,AFQ25,AFQ25E1,L1,P126_1B,metagenome,23.0,198.5,8.63,20,4,0,0,AFQ25E1L1I1,1,EHI01085,1545,01545,AFQ25E1L1I1,,,21/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Adult,49.40,120.60,Male,SD02559,1,6.58,0.045,6.24,0,,SEB009,,AFQ25E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ29E1L1,LIB0045,LV1053383932,AFQ29,AFQ29E1,L1,P126_1C,metagenome,10.0,196.0,19.60,20,5,0,0,AFQ29E1L1I1,1,EHI01078,1546,01546,AFQ29E1L1I1,,,22/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Adult,41.60,75.00,Female,SD02561,1,7.01,0.055,6.70,0,,SEB009,,AFQ29E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
ACX25E1L1,LIB0045,LV1053384263,ACX25,ACX25E1,L1,P126_1D,metagenome,11.0,200.0,18.10,20,5,0,0,ACX25E1L1I1,1,EHI01082,1547,01547,ACX25E1L1I1,,,29/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Adult,20.30,6.40,Unknown,SD02523,1,7.65,0.010,7.31,39,,SEB009,,ACX25E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
ACX27E1L1,LIB0045,LV1053383888,ACX27,ACX27E1,L1,P126_1E,metagenome,8.0,191.0,23.90,20,6,0,0,ACX27E1L1I1,1,EHI01057,1548,01548,ACX27E1L1I1,,,30/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Juvenile,14.40,2.20,Unknown,SD02524,1,5.67,0.004,5.45,30,,SEB009,,ACX27E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
ACX55E1L1,LIB0045,LV1053384214,ACX55,ACX55E1,L1,P126_1F,metagenome,24.0,134.0,5.59,20,4,0,0,ACX55E1L1I1,1,EHI01081,1549,01549,ACX55E1L1I1,,,31/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Adult,22.90,10.00,Unknown,SD02530,1,7.01,0.007,6.74,30,,SEB009,,ACX55E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group3,Pass,1,1,Squamata,7
AFQ09E1L1,LIB0045,LV1053384179,AFQ09,AFQ09E1,L1,P126_1G,metagenome,5.0,182.0,36.30,20,5,0,0,AFQ09E1L1I1,1,EHI01062,1550,01550,AFQ09E1L1I1,,,19/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Sub-adult,22.50,6.20,Unknown,SD02551,1,5.91,0.001,5.67,36,,SEB009,,AFQ09E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ40E1L1,LIB0045,LV1053384451,AFQ40,AFQ40E1,L1,P126_1H,metagenome,13.0,197.0,15.10,20,5,0,0,AFQ40E1L1I1,1,EHI01083,1551,01551,AFQ40E1L1I1,,,23/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Sub-adult,18.60,3.20,Unknown,SD02566,1,7.34,0.004,7.06,32,,SEB009,,AFQ40E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ51E1L1,LIB0045,LV1053383910,AFQ51,AFQ51E1,L1,P126_2A,metagenome,7.0,185.0,26.30,20,10,0,0,AFQ51E1L1I1,1,EHI01046,1552,01552,AFQ51E1L1I1,,,30/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Chalcides striatus,227093,Western three-toed skink,Sub-adult,20.60,4.40,Unknown,SD02572,1,7.90,0.015,7.33,23,,SEB009,,AFQ51E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Warning,1,1,Squamata,10
ACX29E1L1,LIB0045,LV1053384123,ACX29,ACX29E1,L1,P126_2B,metagenome,15.0,195.0,13.00,20,6,0,0,ACX29E1L1I1,1,EHI01050,1553,01553,ACX29E1L1I1,,,30/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Sub-adult,8.10,2.80,Female,SD02525,1,8.12,0.025,7.78,38,,SEB009,,ACX29E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ67E2L1,LIB0045,LV1053383864,AFQ67,AFQ67E2,L1,P126_2C,metagenome,24.0,83.5,3.48,20,6,0,0,AFQ67E2L1I1,1,EHI01058,1554,01554,AFQ67E2L1I1,,,2/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,15.50,3.20,Male,SD02580,1,7.44,0.719,6.08,24,,SEB009,,AFQ67E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group5,Pass,1,1,Squamata,7
AFQ69E1L1,LIB0045,LV1053384192,AFQ69,AFQ69E1,L1,P126_2D,metagenome,9.0,192.0,21.30,20,6,0,0,AFQ69E1L1I1,1,EHI01054,1555,01555,AFQ69E1L1I1,,,2/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,12.90,3.00,Male,SD02581,1,6.96,0.054,6.61,43,,SEB009,,AFQ69E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ71E2L2,LIB0045,LV1053384321,AFQ71,AFQ71E2,L2,P126_2E,metagenome,18.0,198.0,11.00,20,5,0,0,,0,,1556,01556,,,,2/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,12.60,3.60,Female,SD02582,0,0.00,0.000,0.00,0,,,,,,,Joana Fernandes,Arouca,,Group1,Pass,0,0,Squamata,7
ACX37E2L1,LIB0045,LV1053383908,ACX37,ACX37E2,L1,P126_2F,metagenome,24.0,75.5,3.15,20,5,0,0,ACX37E2L1I1,1,EHI01045,1557,01557,ACX37E2L1I1,,,30/5/2022,40.836,-8.163,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,16.60,5.40,Unknown,SD02526,1,0.13,0.125,0.00,0,,SEB009,,ACX37E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group5,Pass,1,1,Squamata,7
AFP85E1L1,LIB0045,LV1053383915,AFP85,AFP85E1,L1,P126_2G,metagenome,6.0,172.0,28.90,20,5,0,0,AFP85E1L1I1,1,EHI01067,1558,01558,AFP85E1L1I1,,,16/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,20.30,9.80,Unknown,SD02540,1,9.21,0.235,8.60,0,,SEB009,,AFP85E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group2,Pass,1,1,Squamata,7
AFQ41E1L1,LIB0045,LV1053384488,AFQ41,AFQ41E1,L1,P126_2H,metagenome,22.0,199.5,9.07,20,6,0,0,AFQ41E1L1I1,1,EHI01055,1559,01559,AFQ41E1L1I1,,,23/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,26.20,12.80,Unknown,SD02567,1,6.44,0.366,5.72,0,,SEB009,,AFQ41E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ49E1L1,LIB0045,LV1053380447,AFQ49,AFQ49E1,L1,P126_3A,metagenome,8.0,183.0,22.80,20,5,0,0,AFQ49E1L1I1,1,EHI01076,1560,01560,AFQ49E1L1I1,,,30/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,15.90,6.20,Unknown,SD02571,1,6.21,0.029,5.93,0,,SEB009,,AFQ49E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ79E2L1,LIB0045,LV1053384142,AFQ79,AFQ79E2,L1,P126_3B,metagenome,6.0,197.0,33.00,20,6,0,0,AFQ79E2L1I1,1,EHI01069,1561,01561,AFQ79E2L1I1,,,3/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,19.80,9.20,Unknown,SD02586,1,6.66,0.011,6.39,0,,SEB009,,AFQ79E2L1I1,,INB0038,Joana Fernandes,Arouca,,Group1,Pass,1,1,Squamata,7
AFQ85E1L1,LIB0045,LV1053384312,AFQ85,AFQ85E1,L1,P126_3C,metagenome,24.0,154.0,6.41,20,6,0,0,AFQ85E1L1I1,1,EHI01059,1562,01562,AFQ85E1L1I1,,,7/8/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Timon lepidus,399537,Ocellated lizard,Juvenile,24.60,12.40,Unknown,SD02589,1,7.11,0.184,6.60,0,,SEB009,,AFQ85E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group2,Pass,1,1,Squamata,7
ACX77E1L1,LIB0045,LV1053384229,ACX77,ACX77E1,L1,P126_3D,metagenome,3.0,182.0,60.00,20,4,0,0,ACX77E1L1I1,1,EHI01084,1563,01563,ACX77E1L1I1,,,9/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Psammodromus manuelae,,,Sub-adult,15.10,4.20,Female,SD02597,1,6.76,0.002,6.47,25,,SEB009,,ACX77E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group1,Pass,1,1,Squamata,7
ACX88E1L1,LIB0045,LV1053384168,ACX88,ACX88E1,L1,P126_3E,metagenome,6.0,188.0,31.20,20,7,0,Has a weird shape in the qPCR,ACX88E1L1I1,1,EHI01051,1564,01564,ACX88E1L1I1,,,10/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Tarentola mauritanica,8569,Common wall gecko,Adult,13.10,,Male,SD02603,1,5.46,0.095,5.08,23,,SEB009,,ACX88E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group1,Pass,1,1,Squamata,7
ACY05E1L1,LIB0045,LV1053384332,ACY05,ACY05E1,L1,P126_3F,metagenome,8.0,183.0,22.90,20,4,0,0,ACY05E1L1I1,1,EHI01086,1565,01565,ACY05E1L1I1,,,11/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Tarentola mauritanica,8569,Common wall gecko,Adult,11.60,4.40,Male,SD02608,1,5.41,0.002,5.23,35,,SEB009,,ACY05E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group1,Pass,1,1,Squamata,7
ACY29E1L1,LIB0045,LV1053384327,ACY29,ACY29E1,L1,P126_3G,metagenome,17.0,190.0,11.20,20,5,0,0,ACY29E1L1I1,1,EHI01072,1566,01566,ACY29E1L1I1,,,14/6/2022,40.921,-7.101,Portugal,1000199 - Mediterranean forest,,Faecal,Tarentola mauritanica,8569,Common wall gecko,Juvenile,6.40,0.90,Unknown,SD02619,1,6.96,0.005,6.68,34,,SEB009,,ACY29E1L1I1,,INB0038,Joana Fernandes,Figueira de Castelo Rodrigo,,Group1,Pass,1,1,Squamata,7
C1_EXB0040E1L1,LIB0045,LV1053384503,C1_EXB0040,C1_EXB0040E1,L1,P126_3H,unknown,24.0,0.0,0.00,2,17,3,0,C1_EXB0040E1L1I1,1,EHI01048,1567,01567,C1_EXB0040E1L1I1,,,,,,,,,,,,,,,,,,1,0.00,0.000,0.00,0,,SEB009,,C1_EXB0040E1L1I1,,INB0038,,,,Group8,Pass,1,1,,19
AFQ11E1L1,LIB0045,LV1053380440,AFQ11,AFQ11E1,L1,P126_4A,metagenome,24.0,129.5,5.40,20,6,0,0,AFQ11E1L1I1,1,EHI01060,1568,01568,AFQ11E1L1I1,,,19/7/2022,40.857,-8.253,Portugal,1000199 - Mediterranean forest,,Faecal,Podarcis sp.,,,Adult,13.40,2.60,Male,SD02552,1,7.48,2.362,4.75,13,,SEB009,,AFQ11E1L1I1,,INB0038,Joana Fernandes,Arouca,,Group3,Pass,1,1,Squamata,7
AA01E1L1,LIB0046,LV1040374872,AA01,AA01E1,L1,P126_4B,genome,1.7,200.0,117.00,20,4,0,0,AA01E1L1I1,1,EHI01029,1569,01569,AA01E1L1I1,,,29/3/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,265.00,631.00,Male,SD02140,1,5.97,5.626,0.00,0,PRJEB51867,SEB008,,AA01E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group1,Pass,1,1,Rodentia,7
AA96E1L1,LIB0046,LV1053381480,AA96,AA96E1,L1,P126_4C,genome,1.3,200.0,158.00,20,4,0,0,AA96E1L1I1,1,EHI01000,1570,01570,AA96E1L1I1,,,1/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Tissue,Sciurus carolinensis,30640,Eastern grey squirrel,Adult,247.00,552.00,Male,SD02145,1,4.26,3.958,0.00,0,PRJEB51867,SEB008,,AA96E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group1,Pass,1,1,Rodentia,7
AB04E1L1,LIB0046,LV1053383415,AB04,AB04E1,L1,P126_4D,genome,24.0,12.1,0.50,10,9,0,0,AB04E1L1I1,1,EHI00921,1571,01571,AB04E1L1I1,,,3/4/2021,53.196,-4.186,United Kingdom,1000197 - Broadleaf forest,,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Nursing,,345.00,Female,SD02148,1,5.48,3.823,0.77,0,ERP142116,SEB008,,AB04E1L1I1,,INB0039,Craig Shuttleworth,Wales,,Group8,Pass,1,1,Rodentia,10
ABS11E1L1,LIB0046,LV1053382090,ABS11,ABS11E1,L1,P126_4E,genome,18.2,200.0,11.00,20,6,0,0,ABS11E1L1I1,1,EHI00949,1572,01572,ABS11E1L1I1,,,28/4/2021,143.165,42.790,Japan,1000197 - Broadleaf forest,Conifer forests ,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,58.50,320.00,Male,SD01494,1,3.93,3.687,0.00,0,ERP142116,SEB008,,ABS11E1L1I1,,INB0039,Yu Takahata,Hokkaido,,Group1,Pass,1,1,Rodentia,7
ABS19E1L1,LIB0046,LV1053382109,ABS19,ABS19E1,L1,P126_4F,genome,21.8,200.0,9.17,20,4,0,0,ABS19E1L1I1,1,EHI01040,1573,01573,ABS19E1L1I1,,,14/5/2021,143.165,42.790,Japan,1000197 - Broadleaf forest,Conifer forests ,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,64.50,340.00,Female,SD01498,1,6.31,5.935,0.00,0,ERP142116,SEB008,,ABS19E1L1I1,,INB0039,Yu Takahata,Hokkaido,,Group1,Pass,1,1,Rodentia,7
ABS39E1L1,LIB0046,LV1053382107,ABS39,ABS39E1,L1,P126_4G,genome,24.0,196.8,8.20,20,5,0,0,ABS39E1L1I1,1,EHI00870,1574,01574,ABS39E1L1I1,,,9/6/2021,143.187,42.906,Japan,1000197 - Broadleaf forest,Broadleaf forest ,Tissue,Sciurus vulgaris,55149,Eurasian red squirrel,Adult,67.00,350.00,Male,SD01508,1,0.00,0.000,0.00,0,ERP142116,SEB008,,ABS39E1L1I1,,INB0039,Yu Takahata,Hokkaido,,Group1,Pass,1,1,Rodentia,7
